"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
LGSS001-DN347266-07489734,Contract,"Cambridgeshire County Council",Awarded,2019-01-02T15:20:12Z,"March - Wisbech Transport Corridor Study (Including Governance for Railway Investment Projects (GRIP) 3 B Options Selection Rail)","Appointment of Mott MacDonald Ltd for consultancy services via the ESPO 664 framework.",,,"East Midlands","71311200 ",,Contracts@Milton-Keynes.gov.uk,"Shire Hall","Castle Street",Cambridge,"CB3 0AP",England,,,,,,28/11/2018,31/08/2019,02/11/2018,NO,,Yes,No,No,Services,933465,,28/11/2018,933465,"[Mott MacDonald Ltd|Fourth floor
9 Portland Street 
Manchester 
M1 3BE|NONE||No|No]",,29/11/2018,31/08/2019,"Other ",
tender_138081/567055,Contract,"Defra Network eTendering Portal",Awarded,2017-02-15T14:02:38Z,"Winchester Strategic Accommodation Review (ENVHORES00242","Defra's MOTO sub-lease with HMRC for 722m2 of office space on the 2nd floor of Cromwell House in Winchester expires on 23rd June 2018. That has triggered a strategic review of the Defra Network's property holdings in the area, including APHA's Itchen Abbas site previously declared core flex.

 In accordance with the EA's Professional Services framework, and the RIBA's Plan of Works 2013 incorporating Stage 0 Strategic Definition and Stage 1 Preparation and Brief, Mott MacDonalds need to be appointed via an NEC3 PSC to supply us with a costed options appraisal document feasibility study inc. cost information) for the 7 options agreed by the Project Board.",,,"Any region","70332000 98340000 44112000 79993100 ",,Network.Procurement@defra.gsi.gov.uk,DEFRA,,London,"SW1P 3JR",England,,,,,"
Please note that Defra procurement uses e-tendering, provided by Bravosolutions. In order to access the Bravo system you will need to be registered.
Could I therefore request that you register on the Bravo portal for Defra.
If you're already registered on the Bravo portal please check that your registration includes Defra, as you have to specify us in order to correctly receive the tender documents.
If you have any problems with the registration process, please contact the Bravo helpline on 0800 368 4850 or alternatively email them at help@bravosolution.co.uk. The link you require for new registration/amendments to registrations is -
https://defra.bravosolution.co.uk",20/02/2017,31/03/2017,20/01/2017,NO,,Yes,Yes,No,Works,36575,,13/02/2017,36575.66,"[Mott MacDonald Ltd|Fitzalan House, Fitzalan Road, Cardiff, South Glamorgan, CF24 0EL,UNITED KINGDOM|||No|No]",,20/02/2017,31/03/2017,"Restricted ",
tender_130668/543435,Contract,"Defra Network eTendering Portal",Awarded,2016-10-21T10:14:05Z,"Dorchester to Weymouth - Defra Office Accommodation Project","Defra procuring off EA Framework reference: ENV6000865R
To facilitate the closure and disposal of Defra's Prince of Wales Road site in Dorchester by 31st March 2017, by relocating approximately 20 staff to vacant office space at the Land Registry site in Melcombe Court, Weymouth. Mott MacDonalds fees relate to the role of design and employers agent for the enabling works (fit out) required in Weymouth, and also includes the defects period too.",,,"South West","50000000 45210000 ",,Network.Procurement@defra.gsi.gov.uk,Defra,,London,"SW1P 3JR",England,,,,,,06/10/2016,31/03/2017,06/10/2016,NO,,No,No,No,Works,35000,,06/10/2016,35000,"[Mott MacDonald Ltd|Fitzalan House, Fitzalan Road, Cardiff|||No|No]",,06/10/2016,31/03/2017,"Other ",
"PSPFW/015 Direct Award",Contract,"MINISTRY OF DEFENCE",Awarded,2016-06-14T08:16:09Z,"Transparency Notice of Direct Award Notice to PSP for Assessment Study Addendum at RAF Waddington ASMT.","Direct Award Notice issued to Mott MacDonald to carry out an Addendum to an Assessment Study of the Airfield Servicing Mechanical Transport (ASMT) at RAF Waddington",,"LN5 9NB","East Midlands","71530000 ",,DIOComrc-2d2b@mod.uk,"1st Floor Bazalgette Pavilion","RAF Wyton",Huntingdon,"PE28 2EA",England,,,,,,15/07/2016,09/09/2016,22/06/2016,NO,,No,No,No,Services,10000,30000,03/08/2016,10000,"[Mott MacDonald Ltd|Mott MacDonald House
111 St Mary's Road
Sheffield
S24AP|||No|No]",,15/07/2016,09/09/2016,"Restricted ",
"CCCC18A29-01 Mott",Contract,"Crown Commercial Service",Awarded,2019-05-02T13:12:09Z,"Cabinet Office Consultancy Support for EU Exit","Contract Variation",,,"Any region","79410000 ","Crown Commercial Service on behalf of Cabinet Office : Cabinet Office",supplier@crowncommercial.gov.uk,"Floor 9 , The Capital Building, Old Hall Street, Liverpool",,Liverpool,"L3 9PP",England,,,"CCCC18A29-01 REDACTED Sch12 Mott.pdf ",,,01/05/2019,30/04/2020,21/03/2019,NO,,Yes,No,No,Services,5000000,,21/03/2019,5000000,"[Mott Macdonald Ltd|10 Fleet Place
LONDON
EC4M 7RB|NONE||No|No]",,01/05/2019,30/04/2020,"Other Contract Variation",
tender_124944/592044,Contract,"Defra Network eTendering Portal",Awarded,2017-06-12T14:17:26Z,"Motts RIBA Stage 3 Design SSB/150 - Weybridge","As a result of the Weybridge Master Planning work, there is a requirement to close Building 4. An initial study has been carried out indicating that the science conducted in these buildings can be moved to a combination of SSB and 150 but that both buildings require modifications suitable to support the work. This project will progress the design to RIBA Stage 3 which can then be procured for construction.",,,"Any region","45453000 45262700 ",,Network.Procurement@defra.gsi.gov.uk,DEFRA,,London,"SW1P 3JR",England,,,,,"
Please note that Defra procurement uses e-tendering, provided by Bravosolutions. In order to access the Bravo system you will need to be registered.
Could I therefore request that you register on the Bravo portal for Defra.
If you're already registered on the Bravo portal please check that your registration includes Defra, as you have to specify us in order to correctly receive the tender documents.
If you have any problems with the registration process, please contact the Bravo helpline on 0800 368 4850 or alternatively email them at help@bravosolution.co.uk. The link you require for new registration/amendments to registrations is -
https://defra.bravosolution.co.uk",15/05/2017,30/06/2017,15/04/2017,NO,,Yes,Yes,No,Works,36955,,23/06/2017,36955,"[Mott MacDonald Ltd|Fitzalan House, Fitzalan Road, Cardiff, South Glamorgan, CF24 0EL, UNITED KINGDOM|||No|No]",,15/05/2017,30/06/2017,"Restricted ",
7620115898,Contract,"FCO SERVICES",Awarded,2015-03-20T15:09:26Z,"Seismic Programme-Planning & Desk Study","Seismic Programme - Planning & Desk Study - Call Off from FCO CPG Framework - Contract Ref 2011/S 204-331733",,"MK19 7BH","South East","71240000 ",,CSCG.GovernanceSupport@fco.gov.uk,"Hanslope Park",,"Milton Keynes","MK19 7BH",England,,,,,"N/A ",10/12/2014,10/12/2014,10/12/2014,NO,,Yes,No,No,Services,15508.12,,10/12/2014,15508.12,"[Mott Macdonald Ltd|CR9 2UL|||No|No][Atkins Ltd|KT18 5BW|||No|No][Atkins Ltd|KT18 5BW|||No|No]",,10/12/2014,10/12/2014," ",
7620115920,Contract,"FCO SERVICES",Awarded,2015-03-20T14:51:12Z,"Seismic Programme-Planning & Desk Study","Seismic Programme - Planning & Desk Study - Call Off from FCO CPG Framework - Contract Ref 2011/S 204-331733",,"MK19 7BH","South East","71240000 ",,CSCG.GovernanceSupport@fco.gov.uk,"Hanslope Park",,"Milton Keynes","MK19 7BH",England,,,,,"N/A ",11/12/2014,11/12/2014,11/12/2014,NO,,Yes,No,No,Services,26662.31,,11/12/2014,26662.31,"[Mott Macdonald Ltd|CR9 2UL|||No|No][Atkins Ltd|KT18 5BW|||No|No][Atkins Ltd|KT18 5BW|||No|No]",,11/12/2014,11/12/2014," ",
7620115922,Contract,"FCO SERVICES",Awarded,2015-03-20T14:45:20Z,"Seismic Programme-Planning & Desk Study","Seismic Programme - Planning & Desk Study - Call Off from FCO CPG Framework - Contract Ref 2011/S 204-331733",,"MK19 7BH","South East","71240000 ",,CSCG.GovernanceSupport@fco.gov.uk,"Hanslope Park",,"Milton Keynes","MK19 7BH",England,,,,,"N/A ",11/12/2014,11/12/2014,11/12/2014,NO,,Yes,No,No,Services,98120.74,,11/12/2014,98120.74,"[Mott Macdonald Ltd|CR9 2UL|||No|No][Atkins Ltd|KT18 5BW|||No|No][Atkins Ltd|KT18 5BW|||No|No]",,11/12/2014,11/12/2014," ",
7620115924,Contract,"FCO SERVICES",Awarded,2015-03-20T14:40:13Z,"Seismic Programme-Planning & Desk Study","Seismic Programme - Planning & Desk Study - Call Off from FCO CPG Framework - Contract Ref 2011/S 204-331733",,"MK19 7BH","South East","71240000 ",,CSCG.GovernanceSupport@fco.gov.uk,"Hanslope Park",,"Milton Keynes","MK19 7BH",England,,,,,"N/A ",11/12/2014,11/12/2014,11/12/2014,NO,,Yes,No,No,Services,28480.18,,11/12/2014,28480.18,"[Mott Macdonald Ltd|CR9 2UL|||No|No][Atkins Ltd|KT18 5BW|||No|No][Atkins Ltd|KT18 5BW|||No|No]",,11/12/2014,11/12/2014," ",
7620115944,Contract,"FCO SERVICES",Awarded,2015-03-20T14:35:46Z,"Seismic Programme-Planning & Desk Study","Seismic Programme - Planning & Desk Study - Call Off from FCO CPG Framework - Contract Ref 2011/S 204-331733",,"MK19 7BH","South East","71240000 ",,CSCG.GovernanceSupport@fco.gov.uk,"Hanslope Park",,"Milton Keynes","MK19 7BH",England,,,,,"N/A ",15/12/2014,15/12/2014,15/12/2014,NO,,Yes,No,No,Services,58786.93,,15/12/2014,58786.93,"[Mott Macdonald Ltd|CR9 2UL|||No|No][Atkins Ltd|KT18 5BW|||No|No][Atkins Ltd|KT18 5BW|||No|No]",,15/12/2014,15/12/2014," ",
tender_143499/604700,Contract,"Highways England",Awarded,2017-08-14T11:29:36Z,"CDF PC1 0078 OD East Capital Delivery Packages I, J & K","Contract award notice for design services",,,"East of England","71320000 ",,TransparencySGRM@highwaysengland.co.uk,"Lateral, City Square",,LEEDS,"LS11 9AT",England,,,"PC1 0078 Award Notification Redacted - Aecom.docx PC1 0078 Award Notification Redacted - Mott MacDonald.docx PC1 0078 Award Notification Redacted- WSP.docx ",,,11/08/2017,31/03/2020,06/07/2017,NO,,No,No,No,Services,6000000,,11/08/2017,6000000,"[Mott MacDonald Ltd/Sweco UK JV|Stoneham Place, Southampton, Hampshire SO50 9NW|||Yes|Yes][Aecom Infrastructure and Environment (UK) Ltd|Royal Court, Derbyshire S41 7SL|||No|No][WSP UK Limited|Mountbatten House, Basingstoke	HAMPSHIRE	RG21 4HJ|||No|No]",,11/08/2017,31/03/2020,"Other ",
HS2541,Contract,"HIGH SPEED TWO (HS2) LIMITED",Awarded,2016-06-23T14:25:27Z,"Transport Model Analysis","The Planet Framework Model (PFM) is HS2 Ltd.’s primary transport model used for forecasting how the rail network will be used in the future and the impact HS2 would have. The analysis contract is used to conduct analysis using PFM and other models. Analysis is produced for business cases and to support decisions that need to be made about HS2. No updates or changes are made to the analytical tools under this contract. The contract is entirely focussed on using analytical tools to produce analysis.",,,London,"79410000 73000000 ","Julie Oakley",julie.oakley@hs2.org.uk,"2 Snow Hill",,Birmingham,"B4 6GA",England,,,,,,01/06/2016,31/12/2019,11/12/2015,NO,,No,No,No,Services,2834037,,03/02/2016,2834037,"[Mott MacDonald Ltd|Mott MacDonald House
8 - 10 Sydenham Road
Croyden
CR0 2EE|||No|No]",,01/06/2016,31/12/2019,"Other ",
MERTVL001-DN475601-71679524,Contract,Merseytravel,Awarded,2020-10-14T16:28:13Z,"Mersey Tidal Power- Marine Civil Design Technical Advisor","The Liverpool City Region Combined Authority (LCRCA) is looking to procure a technical advisor to look at how the civil design of three potential tidal range energy projects of varying sizes can be improved to reduce costs. The advisor is expected to have a strong track record in marine civil design and innovation with experience in state-of-the-art civil design and construction techniques with a view to driving down costs. The primary marine civil components which will be considered are marine embankments/breakwaters, turbine and sluice caissons, powerhouse and locks. It is expected that cost estimates will be supported by contractors where appropriate. The main deliverable from this work will be an innovative civil cost model which can be applied to varying scheme options. The work will be desk based and is expected to take 2 months to complete from contract award.",,,"North West","71000000 71311000 71320000 ",Procurement,tender@liverpoolcityregion-ca.gov.uk,"1 Mann Island",,Liverpool,"L3 1BP","United Kingdom",,http://www.liverpoolcityregion-ca.gov.uk,,,,01/07/2020,30/08/2020,28/05/2020,NO,,Yes,Yes,No,Services,84315,84315,29/06/2020,84315,"[Mott MacDonald Ltd|Sydenham Road, Croydon, CR0 2EE|NONE||No|No]",,01/07/2020,24/08/2020,"Open ",,11:00
MERTVL001-DN366806-36526568,Contract,Merseytravel,Awarded,2020-10-12T14:38:17Z,"Liverpool Central Station Development","Merseytravel wishes to procure support to develop and produce the Strategic Outline Business Case (SOBC) for the development of Liverpool Central station. The SOBC will need to cover a range of emerging options for Liverpool Central station, the third busiest station in the North of England. Merseytravel are currently working with Network Rail on identification and analysis of different options for the station through a Guide to Rail Investment Process (GRIP) stage 2 Feasibility Study. Production is required of an SOBC that both follows WebTAG guidance, incorporating emerging changes to said guidance, and reflects the strategic priorities of the Liverpool City Region.",,,England,"71311000 ",Tender,tender@merseytravel.gov.uk,"No. 1 Mann Island",,Liverpool,"L3 1BP",England,,http://www.merseytravel.gov.uk/,,,,26/11/2018,27/07/2020,10/10/2018,NO,,Yes,Yes,No,Services,34959,34959,01/11/2018,34959,"[Mott MacDonald Ltd|8 - 10 Sydenham Road, Croydon, Surrey, CR0 2EE, United Kingdom|NONE||No|No]",,26/11/2018,27/07/2020,"Other ",,11:00
MERTVL001-DN366362-91072605,Contract,Merseytravel,Awarded,2020-10-12T13:45:23Z,"Revenue Consultant - Lot 13 Business Case Development","Merseytravel is seeking to engage expert support to analyse the business case and revenue impact associated with the introduction of the new fleet. The remit for the associated work falls initially into two key areas: 1. Revenue Modelling Associated with New Fleet Introduction 2. Opportunities to Generate Additional Revenue",,,England,"79400000 ",Tender,tender@merseytravel.gov.uk,"No 1 Mann Island",,Liverpool,"L3 1BP","United Kingdom",,http://www.merseytravel.gov.uk/,,,,10/12/2018,31/12/2020,04/10/2018,NO,,Yes,Yes,No,Services,29811.3,29811.3,05/11/2018,21811.3,"[Mott MacDonald Ltd|8 - 10 Sydenham Road, Croydon, Surrey, CR0 2EE, United Kingdom|NONE||No|No]",,10/12/2018,31/12/2020,"Other ",,11:00
LEEDSCITY001-DN490903-56955714,Contract,"Leeds City Council",Awarded,2020-09-07T12:19:34Z,"Cumulative Impact Studies - 3x junctions design improvement feasibility reports","Leeds City Council is seeking to commission feasibility studies at 3 separate junctions across Leeds which have been identified in the site allocation plan (SAP) as having a cumulative or direct impact on congestion at peak periods.",,,"Yorkshire and the Humber","71311000 ",,contract.support.u@leeds.gov.uk,"St George House","3rd Floor, 40 Great George Street",Leeds,"LS1 3DL",England,,http://www.leeds.gov.uk,,,,08/09/2020,30/11/2020,28/08/2020,NO,,No,No,No,Services,21170,21170,07/09/2020,21170,"[Mott MacDonald Ltd|CR0 2EE|NONE||No|No]","Ms Hannah Adams",08/09/2020,30/11/2020,"Open ",,12:00
