"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
"WP1613 INSIGHT DIRECT (UK) LTD",Contract,"Government Digital Service",Awarded,2019-01-03T12:09:29Z,"WP1613 INSIGHT DIRECT (UK) LTD","WP1613 INSIGHT DIRECT (UK) LTD",,,London,"48900000 ","Commissioning Team Commissioning Team",commissioning-digital@digital.cabinet-office.gov.uk,"The White Chapel Building, 10 Whitechapel High Street, London, E1 8Q",,London,"E1 8Q",England,,,,,,19/11/2018,18/11/2019,23/08/2018,NO,,No,No,No,Services,24461,,10/09/2018,24461,"[INSIGHT DIRECT (UK) LTD|Insight Campus, Terry Street
M17 1EX
GB|COMPANIES_HOUSE|02579852|No|No]",,19/11/2018,18/11/2019,"CallOffFromFrameworkAgreement ",
7620112793,Contract,"FCO SERVICES",Awarded,2015-03-19T10:32:26Z,"IT Hardware and Solutions","Call off from CCS Framework, RM1692 - http://gps.cabinetoffice.gov.uk/contracts/rm1692",,"MK19 7BH","South East","30000000 72000000 48000000 ",,CSCG.Governancesupport@fco.gov.uk,"Hanslope Park",,"Milton Keynes","MK19 7BH",England,,,,,"N/A ",30/09/2014,30/09/2014,30/09/2014,NO,,Yes,No,No,Products,96094.74,,30/09/2014,96094.74,"[Insight Direct (UK) Ltd|UB8 1PH|||No|No][Insight Direct (UK) Ltd|UB8 1PH|||No|No][Insight Direct (UK) Ltd|UB8 1PH|||No|No]",,30/09/2014,30/09/2014," ",
7620112794,Contract,"FCO SERVICES",Awarded,2015-03-19T10:26:01Z,"IT Hardware and Solutions","Call off from CCS Framework, RM1692 - http://gps.cabinetoffice.gov.uk/contracts/rm1692",,"MK19 7BH","South East","30000000 72000000 48000000 ",,CSCG.Governancesupport@fco.gov.uk,"Hanslope Park",,"Milton Keynes","MK19 7BH",England,,,,,"N/A ",30/09/2014,30/09/2014,30/09/2014,NO,,Yes,No,No,Products,96052.25,,30/09/2014,96052.25,"[Insight Direct (UK) Ltd|UB8 1PH|||No|No][Insight Direct (UK) Ltd|UB8 1PH|||No|No][Insight Direct (UK) Ltd|UB8 1PH|||No|No]",,30/09/2014,30/09/2014," ",
7620115151,Contract,"FCO SERVICES",Awarded,2015-03-19T10:15:27Z,"IT Hardware and Solutions","Call off from CCS Framework, RM1692 - http://gps.cabinetoffice.gov.uk/contracts/rm1692",,"MK19 7BH","South East","30000000 72000000 48000000 ",,CSCG.Governancesupport@fco.gov.uk,"Hanslope Park",,"Milton Keynes","MK19 7BH",England,,,,,"N/A ",22/09/2014,22/09/2014,22/09/2014,NO,,Yes,No,No,Products,57518.88,,22/09/2014,57518.88,"[Insight Direct (UK) Ltd|UB8 1PH|||No|No][Insight Direct (UK) Ltd|UB8 1PH|||No|No][Insight Direct (UK) Ltd|UB8 1PH|||No|No]",,22/09/2014,22/09/2014," ",
7620114693,Contract,"FCO SERVICES",Awarded,2015-03-19T10:03:00Z,"IT Hardware and Solutions","Call off from CCS Framework, RM1692 - http://gps.cabinetoffice.gov.uk/contracts/rm1692",,"MK19 7BH","South East","30000000 72000000 48000000 ",,CSCG.Governancesupport@fco.gov.uk,"Hanslope Park",,"Milton Keynes","MK19 7BH",England,,,,,"N/A ",07/08/2014,07/08/2014,07/08/2014,NO,,Yes,No,No,Products,23900.61,,07/08/2014,23900.61,"[Insight Direct (UK) Ltd|UB8 1PH|||No|No][Insight Direct (UK) Ltd|UB8 1PH|||No|No][Insight Direct (UK) Ltd|UB8 1PH|||No|No]",,07/08/2014,07/08/2014," ",
7620112757,Contract,"FCO SERVICES",Awarded,2015-03-19T09:53:12Z,"IT Hardware and Solutions","Call off from CCS Framework, RM1692 - http://gps.cabinetoffice.gov.uk/contracts/rm1692",,"MK19 7BH","South East","30000000 72000000 48000000 ",,CSCG.Governancesupport@fco.gov.uk,"Hanslope Park",,"Milton Keynes","MK19 7BH",England,,,,,"N/A ",29/07/2014,29/07/2014,29/07/2014,NO,,Yes,No,No,Products,21590.65,,29/07/2014,21590.65,"[Insight Direct (UK) Ltd|UB8 1PH|||No|No][Insight Direct (UK) Ltd|UB8 1PH|||No|No][Insight Direct (UK) Ltd|UB8 1PH|||No|No]",,29/07/2014,29/07/2014," ",
7620112802,Contract,"FCO SERVICES",Awarded,2015-03-19T09:41:09Z,"IT Hardware and Solutions","Call off from CCS Framework, RM1692 - http://gps.cabinetoffice.gov.uk/contracts/rm1692",,"MK19 7BH","South East","30000000 72000000 48000000 ",,CSCG.Governancesupport@fco.gov.uk,"Hanslope Park",,"Milton Keynes","MK19 7BH",England,,,,,"N/A ",25/07/2014,25/07/2014,25/07/2014,NO,,Yes,No,No,Products,96094.74,,25/07/2014,96094.74,"[Insight Direct (UK) Ltd|UB8 1PH|||No|No][Insight Direct (UK) Ltd|UB8 1PH|||No|No][Insight Direct (UK) Ltd|UB8 1PH|||No|No]",,25/07/2014,25/07/2014," ",
7620112807,Contract,"FCO SERVICES",Awarded,2015-03-19T09:28:35Z,"IT Hardware and Solutions","Call off from CCS Framework, RM1692 - http://gps.cabinetoffice.gov.uk/contracts/rm1692",,"MK19 7BH","South East","30000000 72000000 48000000 ",,CSCG.Governancesupport@fco.gov.uk,"Hanslope Park",,"Milton Keynes","MK19 7BH",England,,,,,"N/A ",11/07/2014,11/07/2014,11/07/2014,NO,,Yes,No,No,Products,37001.64,,11/07/2014,37001.64,"[Insight Direct (UK) Ltd|UB8 1PH|||No|No][Insight Direct (UK) Ltd|UB8 1PH|||No|No][Insight Direct (UK) Ltd|UB8 1PH|||No|No]",,11/07/2014,11/07/2014," ",
7620112813,Contract,"FCO SERVICES",Awarded,2015-03-19T09:22:49Z,"IT Hardware and Solutions","Call off from CCS Framework, RM1692 - http://gps.cabinetoffice.gov.uk/contracts/rm1692",,"MK19 7BH","South East","30000000 72000000 48000000 ",,CSCG.Governancesupport@fco.gov.uk,"Hanslope Park",,"Milton Keynes","MK19 7BH",England,,,,,"N/A ",24/07/2014,24/07/2014,24/07/2014,NO,,Yes,No,No,Products,46163.64,,24/07/2014,46163.64,"[Insight Direct (UK) Ltd|UB8 1PH|||No|No][Insight Direct (UK) Ltd|UB8 1PH|||No|No][Insight Direct (UK) Ltd|UB8 1PH|||No|No]",,24/07/2014,24/07/2014," ",
7620112818,Contract,"FCO SERVICES",Awarded,2015-03-18T16:15:49Z,"IT Hardware and Solutions","Call off from CCS Framework, RM1692 - http://gps.cabinetoffice.gov.uk/contracts/rm1692",,"MK19 7BH","South East","30000000 72000000 48000000 ",,CSCG.Governancesupport@fco.gov.uk,"Hanslope Park",,"Milton Keynes","MK19 7BH",England,,,,,"N/A ",23/07/2014,23/07/2014,23/07/2014,NO,,Yes,No,No,Products,46163.64,,23/07/2014,46163.64,"[Insight Direct (UK) Ltd|UB8 1PH|||No|No][Insight Direct (UK) Ltd|UB8 1PH|||No|No][Insight Direct (UK) Ltd|UB8 1PH|||No|No]",,23/07/2014,23/07/2014," ",
7620112820,Contract,"FCO SERVICES",Awarded,2015-03-18T16:03:50Z,"IT Hardware and Solutions","Call off from CCS Framework, RM1692 - http://gps.cabinetoffice.gov.uk/contracts/rm1692",,"MK19 7BH","South East","30000000 72000000 48000000 ",,CSCG.Governancesupport@fco.gov.uk,"Hanslope Park",,"Milton Keynes","MK19 7BH",England,,,,,"N/A ",24/07/2014,24/07/2014,24/07/2014,NO,,Yes,No,No,Products,46163.64,,24/07/2014,46163.64,"[Insight Direct (UK) Ltd|UB8 1PH|||No|No][Insight Direct (UK) Ltd|UB8 1PH|||No|No][Insight Direct (UK) Ltd|UB8 1PH|||No|No]",,24/07/2014,24/07/2014," ",
7620112824,Contract,"FCO SERVICES",Awarded,2015-03-18T15:41:12Z,"IT Hardware and Solutions","Call off from CCS Framework, RM1692 - http://gps.cabinetoffice.gov.uk/contracts/rm1692",,"MK19 7BH","South East","30000000 72000000 48000000 ",,CSCG.Governancesupport@fco.gov.uk,"Hanslope Park",,"Milton Keynes","MK19 7BH",England,,,,,"N/A ",24/07/2014,24/07/2014,24/07/2014,NO,,Yes,No,No,Products,46163.64,,24/07/2014,46163.64,"[Insight Direct (UK) Ltd|UB8 1PH|||No|No][Insight Direct (UK) Ltd|UB8 1PH|||No|No][Insight Direct (UK) Ltd|UB8 1PH|||No|No]",,24/07/2014,24/07/2014," ",
7620112825,Contract,"FCO SERVICES",Awarded,2015-03-18T15:29:57Z,"IT Hardware and Solutions","Call off from CCS Framework, RM1692 - http://gps.cabinetoffice.gov.uk/contracts/rm1692",,"MK19 7BH","South East","30000000 72000000 48000000 ",,CSCG.Governancesupport@fco.gov.uk,"Hanslope Park",,"Milton Keynes","MK19 7BH",England,,,,,"N/A ",24/07/2014,24/07/2014,24/07/2014,NO,,Yes,No,No,Products,46163.64,,24/07/2014,46163.64,"[Insight Direct (UK) Ltd|UB8 1PH|||No|No][Insight Direct (UK) Ltd|UB8 1PH|||No|No][Insight Direct (UK) Ltd|UB8 1PH|||No|No]",,24/07/2014,24/07/2014," ",
7620112826,Contract,"FCO SERVICES",Awarded,2015-03-18T15:22:47Z,"IT Hardware and Solutions","Call off from CCS Framework, RM1692 - http://gps.cabinetoffice.gov.uk/contracts/rm1692",,"MK19 7BH","South East","30000000 72000000 48000000 ",,CSCG.Governancesupport@fco.gov.uk,"Hanslope Park",,"Milton Keynes","MK19 7BH",England,,,,,"N/A ",24/07/2014,24/07/2014,24/07/2014,NO,,Yes,No,No,Products,46163.64,,24/07/2014,46163.64,"[Insight Direct (UK) Ltd|UB8 1PH|||No|No][Insight Direct (UK) Ltd|UB8 1PH|||No|No][Insight Direct (UK) Ltd|UB8 1PH|||No|No]",,24/07/2014,24/07/2014," ",
7620112827,Contract,"FCO SERVICES",Awarded,2015-03-18T14:42:35Z,"IT Hardware and Solutions","Call off from CCS Framework, RM1692 - http://gps.cabinetoffice.gov.uk/contracts/rm1692",,"MK19 7BH","South East","30000000 72000000 48000000 ",,CSCG.Governancesupport@fco.gov.uk,"Hanslope Park",,"Milton Keynes","MK19 7BH",England,,,,,"N/A ",24/07/2014,24/07/2014,24/07/2014,NO,,Yes,No,No,Products,45186.36,,24/07/2014,45186.36,"[Insight Direct (UK) Ltd|UB8 1PH|||No|No][Insight Direct (UK) Ltd|UB8 1PH|||No|No][Insight Direct (UK) Ltd|UB8 1PH|||No|No]",,24/07/2014,24/07/2014," ",
7620112828,Contract,"FCO SERVICES",Awarded,2015-03-18T14:36:25Z,"IT Hardware and Solutions","Call off from CCS Framework, RM1692 - http://gps.cabinetoffice.gov.uk/contracts/rm1692",,"MK19 7BH","South East","30000000 72000000 48000000 ",,CSCG.Governancesupport@fco.gov.uk,"Hanslope Park",,"Milton Keynes","MK19 7BH",England,,,,,"N/A ",24/07/2014,24/07/2014,24/07/2014,NO,,Yes,No,No,Products,46163.64,,24/07/2014,46163.64,"[Insight Direct (UK) Ltd|UB8 1PH|||No|No][Insight Direct (UK) Ltd|UB8 1PH|||No|No][Insight Direct (UK) Ltd|UB8 1PH|||No|No]",,24/07/2014,24/07/2014," ",
7620114395,Contract,"FCO SERVICES",Awarded,2015-03-18T14:22:07Z,"IT Hardware and Solutions","Call off from CCS Framework, RM1692 - http://gps.cabinetoffice.gov.uk/contracts/rm1692",,"MK19 7BH","South East","30000000 72000000 48000000 ",,CSCG.Governancesupport@fco.gov.uk,"Hanslope Park",,"Milton Keynes","MK19 7BH",England,,,,,"N/A ",02/07/2014,02/07/2014,02/07/2014,NO,,Yes,No,No,Products,10360,,02/07/2014,10360,"[Insight Direct (UK) Ltd|UB8 1PH|||No|No][Insight Direct (UK) Ltd|UB8 1PH|||No|No][Insight Direct (UK) Ltd|UB8 1PH|||No|No]",,02/07/2014,02/07/2014," ",
7620114527,Contract,"FCO SERVICES",Awarded,2015-03-17T16:52:21Z,"IT Hardware and Solutions","Call off from CCS Framework, RM1692 - http://gps.cabinetoffice.gov.uk/contracts/rm1692",,"MK19 7BH","South East","30000000 72000000 48000000 ",,CSCG.Governancesupport@fco.gov.uk,"Hanslope Park",,"Milton Keynes","MK19 7BH",England,,,,,"N/A ",21/07/2014,21/07/2014,21/07/2014,NO,,Yes,No,No,Products,60371.46,,21/07/2014,60371.46,"[Insight Direct (UK) Ltd|UB81PH|||No|No][Insight Direct (UK) Ltd|UB8 1PH|||No|No][Insight Direct (UK) Ltd|UB8 1PH|||No|No]",,21/07/2014,21/07/2014," ",
LEICSCC001-DN483984-68282913,Contract,"Leicestershire County Council",Awarded,2020-06-24T11:31:03Z,"195 iPhone 7 Order","Two (2) one-off direct award of contract to CCS Media Ltd (100 units at £24,608) and Insight Ltd (95 units at £23,619.85) for the provision of one hundred and ninety-five End User Devices (EUD) - 195?iPhone 7 Order at a cost of £48,227.85.  \r
\r
Background \r
\r
In preparation for the imminent UK lockdown to stop the spread of the Coronavirus Pandemic, LCC purchased 195?iPhone 7 handsets to ensure its employees could work from home and remotely to provide critical and front-line services.",,,England,"32252000 ",,commissioning.support@leics.gov.uk,"County Hall","Leicester Road Glenfield",Leicester,"LE3 8RA",England,"+44 1163057512",https://www.eastmidstenders.org/index.html,,,,23/03/2020,24/03/2020,21/03/2020,NO,,Yes,No,No,Products,48227.85,48227.85,22/03/2020,48227.85,"[Insight Direct (UK) Ltd|UB8 1PH|NONE||No|No][CCS Media Limited|S40 2EX|NONE||No|No]","Ms Joyce Foo",23/03/2020,24/03/2020,"DirectAward ",
"RM5167 SB-8267",Contract,"CROWN COMMERCIAL SERVICE",Awarded,2015-03-06T11:54:28Z,"RM5167 SB-8267 Provision of IT Hardware","The purpose of this requirement is for IT Network equipment to expand the existing Garrison Broadband and provide network resilience.

The items are required to enhance and extend an existing managed system.",,,"Any region","30230000 ",,spot.buying@ccs.gsi.gov.uk,"Concept House",,Newport,"NP10 8QQ",Wales,,,"Insight Outcome Letter - Redacted.pdf ",,,10/02/2015,28/02/2015,30/01/2015,NO,,No,No,No,Products,10876.46,,10/02/2015,10876.46,"[Insight Direct (UK) Ltd|Technology Building, 
Insight Campus, 
Terry Street, 
Sheffield 
S9 2BU|||No|No][Insight Direct (UK) Ltd|Technology Building, 
Insight Campus, 
Terry Street, 
Sheffield 
S9 2BU|||No|No]",,10/02/2015,28/02/2015,"Open ",
tender_164696/670461,Contract,"NHS England",Awarded,2018-05-10T14:31:26Z,"Contract Award Notice for SAS Software following a mini competition under the Crown Commercial Services (CCS) Technology Products 2 Framework (RM3733) - Lot 2 - Software.","A contract award to Insight Direct UK for the supply of a number of core licences for SAS Software (Address Matching & cleansing software) to support the capabilities of the Analytical layer of the National Commissioning Data Repository (NCDR) for NHS England.    The NCDR is part of the Data Services for Commissioning (DSfC) programme to ensure and enable commissioners, to access the consistent data they need, using sustainable legal gateways. The procurement process followed was: a mini competition under the Crown Commercial Services (CCS) Technology Products 2 Framework (RM3733) - Lot 2 - Software.",,,"Any region","72268000 ",,joyce.gibson1@nhs.net,"Quarry House, Quarry Hill",,Leeds,"LS2 7UE",England,,,,,,31/03/2018,31/03/2019,15/03/2018,NO,,No,No,No,Products,149538,,29/03/2018,149538,"[Insight Direct UK Ltd|The Atrium, 1 Harefield Road , Uxbridge, UB8 1PH|NONE||No|No]",,31/03/2018,31/03/2019,"Other ",
"BLPD 43795",Contract,"LANCASHIRE CONSTABULARY",Awarded,2020-04-05T16:25:32Z,"PROJECTORS - SUPPLY, INSTALL REPAIR","Approval to use Insight Direct  from 1st May 2020 to 30th April 2024, utilising the Healthtrust Europe (HTE) ComIT2 Framework for the supply, installation, servicing and repair of projectors and associated audio visual items. They will sub contract the work to Active AV.",,,"North West","50300000 ","PAUL EASTHAM",paul.eastham@lancashire.pnn.police.uk,"SAUNDERS LANE",,Preston,PR45SB,England,"01772 412322",,,,,01/05/2020,30/04/2024,03/03/2020,NO,,Yes,No,No,Services,48000,48000,17/03/2020,48000,"[INSIGHT DIRECT (UK) LTD|1 Attrrum House
UB8 1TH
GB|COMPANIES_HOUSE|02579852|No|No][ACTIVE AV|359 BLACKGATE LANE, TARLETON, HOLMES, PRESTON PR4 6JJ|NONE_OTHER||Yes|No]",,01/05/2020,30/04/2024,"CallOffFromFrameworkAgreement ",
PROC.02.0142,Contract,"Water Services Regulation Authority (Ofwat)",Awarded,2020-03-16T09:33:32Z,"Cloud Migration Services","Health Trust Europe - HTE-01527.1
Lot 1 - IT Hardware; Enterprise Level Solutions, Operating Software, Associated Products, Services and Support 
 
To establish an Azure environment and migrate the in-scope infrastructure services and applications.

To transform some of the onsite applications that are legacy and deprecated technology and should not be migrated as whole.

To transform from Direct Access to Always On VPN enabling Ofwat Surface Pro devices to connect seamlessly to all domain accessible services. 

A complete list of all individual Ofwat servers are below

•	Domain Controllers
•	Fountain servers (in house developed application)
•	AD Connect
•	Certificate Services
•	Exchange Services
•	PTX server
•	Proxy server
•	ClearPass (Wi-Fi controller)   
•	Panorama 
•	Omnivista
•	File storage
•	Systems Center Configuration Manager
•	McAfee EPO
•	Systems Insight Manager

",,,"West Midlands,London","79411000 ",,mailbox@ofwat.gov.uk,Birmingham,,Birmingham,B54UA,England,,,,,"For further information,please contact procurement@ofwat.gov.uk",29/11/2019,28/05/2020,11/11/2019,NO,,Yes,No,No,Services,98581,,28/11/2019,98581,"[Insight Direct (UK) Ltd|Technology Building
Insight Campus
Terry Street
Sheffield S9 2BU, UK.|COMPANIES_HOUSE|2579852|No|No]",,29/11/2019,28/05/2020,"CallOffFromFrameworkAgreement ",
