Document Date,Purchase Order No,Line Item No,Supplier ID,Supplier Name,Pro Class,Pro Class Description,"Description of Goods 
(Purpose of expenditure look up)","Service/Department 
(SAP Hierarchy Position)","Expense Area 
(cost centre desc)","Net Order Value Over £5000.00 
(line item value shown here)",GL Code,Cost Centre/WBS
30/06/2017,ZFC274678,4,3529,Solutions SK Ltd,192200,Facilities & Management Services Security ,Security,Corporate and Support Services,SPB Operational Estate,"37,570.44",201206,11662
24/05/2017,ZHT273101,1,4708,The Dodd Group,181000,Environmental Services Demolition & Asbestos Removal ,Capital Expenditure - Works,Capital Expenditure,Corporate buildings - demolition of 103,"30,070.00",200308,C.11502.060
05/06/2017,ZHT273512,1,1799,Stockport Homes,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Non-General Fund Items,Council House Insurance -Fire Claims,"9,500.00",200102,12065
09/06/2017,ZHT273719,1,1799,Stockport Homes,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Non-General Fund Items,Council House Insurance -Fire Claims,"250,000.00",200102,12065
20/06/2017,ZHT274160,1,4708,The Dodd Group,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Market Garden Scheme,"14,913.00",200311,C.11200.001
27/06/2017,ZHT274426,1,4708,The Dodd Group,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Cheadle Heath Pavillion - External works,"11,794.00",200311,C.11502.064
27/06/2017,ZHT274427,1,6698,Brook Edgeley Specialist te,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Wellington Mill - Daw Bank Entrance,"8,112.00",200311,C.11502.056
11/04/2017,ZPP271161,1,2458,Northern Insulation Contractor,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Capital Expenditure,"Great Moor Inf Boiler, Pipework, Heating","20,835.00",200120,C.10323.115
27/04/2017,ZPP271893,1,2458,Northern Insulation Contractor,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Capital Expenditure,Corporate buildings - demolition of 103,"18,450.00",200120,C.11502.060
03/05/2017,ZPP272120,1,10654,Lucion Services Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Capital Expenditure,Capital Works on Leisure Centres - Avondale,"8,925.00",200120,C.11507.001
05/05/2017,ZPP272265,1,2458,Northern Insulation Contractor,150000,Consultancy   ,Professional Fees,Capital Expenditure,Markets and Underbanks,"6,250.00",401007,C.10904
12/05/2017,ZPP272670,1,2324,LAR Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Capital Expenditure,Oakgrove Roof,"20,467.00",200120,C.10420.188
06/04/2017,ZSA270981,1,3188,Northgate Public Services,380000,Vehicle Management  ,Driving and Vehicle Licences,Corporate and Support Services,Driver Assessment,"25,000.00",300120,11113
06/04/2017,ZSA270981,2,3188,Northgate Public Services,380000,Vehicle Management  ,Driving and Vehicle Licences,Corporate and Support Services,Driver Assessment,"2,000.00",300120,11113
25/04/2017,ZSA271767,1,3529,Solutions SK Ltd,130000,Cleaning & Janitorial  ,Cleaning,Services to People,Redcroft Residential,"8,036.00",201602,11675
26/04/2017,ZSA271816,1,657,Independent Options (North Wes,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,Learning Disability Hunters Close,"191,508.24",530328,11833
26/04/2017,ZSA271817,1,10721,Fitzroy Support,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,Tenancy Options Phase 6 Fitzroy Support,"335,532.60",530330,12901
26/04/2017,ZSA271818,1,4617,Creative Support Ltd,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,3 The Drive Creative Support,"98,326.38",530328,12389
27/04/2017,ZSA271894,1,8275,HC-One Limited,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,CHC Assessment Beds pooled budget,"491,680.80",530327,12838
27/04/2017,ZSA271895,1,657,Independent Options (North Wes,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,LD Residential & Nursing Care purchasing,"124,250.00",530374,11837
27/04/2017,ZSA271896,1,7797,CHOICE SUPPORT,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,Choice Support contract payments,"1,579,232.00",530332,11041
27/04/2017,ZSA271897,1,9018,Future Directions CIC,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,Calderstones 4 Properties,"780,979.00",530328,12392
19/06/2017,ZSA274021,1,1644,Tameside MBC,999999,Fees and Charges,Fees and Charges,Services to People,PH-Management,"49,939.00",401035,12732
19/06/2017,ZSA274034,1,1644,Tameside MBC,999999,Fees and Charges,Fees and Charges,Services to People,Info S&P Special Projects,"50,000.00",401035,11878
02/05/2017,ZSB272042,1,3529,Solutions SK Ltd,111200,Catering Food & Beverages ,Catering Supplies,Services to People,Highfields Inclusion Partnership,"6,037.28",400422,10329
02/05/2017,ZSB272044,1,3529,Solutions SK Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Services to People,Highfields Inclusion Partnership,"4,314.77",200160,10329
02/05/2017,ZSB272044,1,3529,Solutions SK Ltd,240000,Horticultural  ,Grounds Maintenance,Services to People,Highfields Inclusion Partnership,"5,319.72",202030,10329
08/05/2017,ZSB272330,1,3529,Solutions SK Ltd,130000,Cleaning & Janitorial  ,Cleaning,Services to People,Highfields Inclusion Partnership,"6,424.61",201601,10329
08/05/2017,ZSB272331,1,3529,Solutions SK Ltd,130000,Cleaning & Janitorial  ,Cleaning,Services to People,Highfields Day 6,"1,665.13",201601,12711
08/05/2017,ZSB272331,1,3529,Solutions SK Ltd,130000,Cleaning & Janitorial  ,Cleaning,Services to People,ACE,"3,885.29",201601,10314
03/05/2017,ZSC272160,1,10036,Stockport Homes Letting Se,202000,Financial Services Rents ,Rents,Services to Place,Gateway Scheme,"5,174.70",200700,12324
11/05/2017,ZTR272566,1,10107,Chipside Limited,270000,Information Communication Technology  ,Information and Communications Technology,Services to Place,Car Parks Administration,"3,779.37",402001,10005
11/05/2017,ZTR272566,2,10107,Chipside Limited,270000,Information Communication Technology  ,Information and Communications Technology,Services to Place,Car Parks Administration,100.05,402001,10005
11/05/2017,ZTR272566,3,10107,Chipside Limited,270000,Information Communication Technology  ,Information and Communications Technology,Services to Place,Car Parks Administration,22.29,402001,10005
11/05/2017,ZTR272566,4,10107,Chipside Limited,270000,Information Communication Technology  ,Information and Communications Technology,Services to Place,Car Parks Administration,368.4,402001,10005
11/05/2017,ZTR272566,5,10107,Chipside Limited,270000,Information Communication Technology  ,Information and Communications Technology,Services to Place,Car Parks Administration,855,402001,10005
11/05/2017,ZTR272566,6,10107,Chipside Limited,270000,Information Communication Technology  ,Information and Communications Technology,Services to Place,Car Parks Administration,80.94,402001,10005
11/05/2017,ZTR272566,7,10107,Chipside Limited,270000,Information Communication Technology  ,Information and Communications Technology,Services to Place,Car Parks Administration,250,402001,10005
11/05/2017,ZTR272566,8,10107,Chipside Limited,270000,Information Communication Technology  ,Information and Communications Technology,Services to Place,Car Parks Administration,250,402001,10005
21/06/2017,ZTX274190,1,2438,J Greenwood (Builders) Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Castle Hill School - Relocation,"100,000.00",200304,C.10424.173
03/04/2017,ZZC270801,1,8953,EASTHOLME SURGERY,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Healthcare,"1,687.00",530348,12735
03/04/2017,ZZC270801,2,8953,EASTHOLME SURGERY,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Lifestyles,"1,117.00",530348,12737
03/04/2017,ZZC270801,3,8953,EASTHOLME SURGERY,999999,Social Community Care Supplies & Services  ,Service Contract Payments,Services to People,Sexual Health LES,"2,072.00",561704,12748
03/04/2017,ZZC270801,4,8953,EASTHOLME SURGERY,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,Sexual Health LES,796,530348,12748
03/04/2017,ZZC270802,1,8914,Heaton Moor Medical Group,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Healthcare,"10,106.00",530348,12735
03/04/2017,ZZC270802,2,8914,Heaton Moor Medical Group,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Lifestyles,"6,628.00",530348,12737
03/04/2017,ZZC270802,3,8914,Heaton Moor Medical Group,999999,Social Community Care Supplies & Services  ,Service Contract Payments,Services to People,Sexual Health LES,"6,992.00",561704,12748
03/04/2017,ZZC270802,4,8914,Heaton Moor Medical Group,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,Sexual Health LES,"6,440.00",530348,12748
03/04/2017,ZZC270803,1,8921,Hulme Hall Medical Group,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Healthcare,"4,089.00",530348,12735
03/04/2017,ZZC270803,2,8921,Hulme Hall Medical Group,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Lifestyles,"2,002.00",530348,12737
03/04/2017,ZZC270803,3,8921,Hulme Hall Medical Group,999999,Social Community Care Supplies & Services  ,Service Contract Payments,Services to People,Sexual Health LES,"1,425.00",561704,12748
03/04/2017,ZZC270803,4,8921,Hulme Hall Medical Group,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,Sexual Health LES,"1,553.00",530348,12748
03/04/2017,ZZC270804,1,8929,Gatley Group Practice,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Healthcare,"3,193.00",530348,12735
03/04/2017,ZZC270804,2,8929,Gatley Group Practice,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Lifestyles,"1,345.00",530348,12737
03/04/2017,ZZC270804,3,8929,Gatley Group Practice,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,Sexual Health LES,"1,932.00",530348,12748
03/04/2017,ZZC270805,1,8960,DR A WRIGHT,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Healthcare,"2,195.00",530348,12735
03/04/2017,ZZC270805,2,8960,DR A WRIGHT,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,Sexual Health LES,"2,083.00",530348,12748
03/04/2017,ZZC270805,3,8960,DR A WRIGHT,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Lifestyles,"1,193.00",530348,12737
03/04/2017,ZZC270805,4,8960,DR A WRIGHT,999999,Social Community Care Supplies & Services  ,Service Contract Payments,Services to People,Sexual Health LES,64,561704,12748
03/04/2017,ZZC270806,1,8964,MARPLE MEDICAL PRACTICE,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Healthcare,"2,770.00",530348,12735
03/04/2017,ZZC270806,2,8964,MARPLE MEDICAL PRACTICE,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Lifestyles,"1,173.00",530348,12737
03/04/2017,ZZC270806,3,8964,MARPLE MEDICAL PRACTICE,999999,Social Community Care Supplies & Services  ,Service Contract Payments,Services to People,Sexual Health LES,583,561704,12748
03/04/2017,ZZC270806,4,8964,MARPLE MEDICAL PRACTICE,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,Sexual Health LES,871,530348,12748
03/04/2017,ZZC270807,1,8948,CHEADLE MEDICAL PRACTICE,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Healthcare,"4,188.00",530348,12735
03/04/2017,ZZC270807,2,8948,CHEADLE MEDICAL PRACTICE,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Lifestyles,"2,496.00",530348,12737
03/04/2017,ZZC270807,3,8948,CHEADLE MEDICAL PRACTICE,999999,Social Community Care Supplies & Services  ,Service Contract Payments,Services to People,Sexual Health LES,583,561704,12748
03/04/2017,ZZC270807,4,8948,CHEADLE MEDICAL PRACTICE,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,Sexual Health LES,"5,303.00",530348,12748
03/04/2017,ZZC270808,1,8945,Park View Group Practice,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Healthcare,"2,799.00",530348,12735
03/04/2017,ZZC270808,2,8945,Park View Group Practice,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Lifestyles,"2,548.00",530348,12737
03/04/2017,ZZC270808,3,8945,Park View Group Practice,999999,Social Community Care Supplies & Services  ,Service Contract Payments,Services to People,Sexual Health LES,"4,208.00",561704,12748
03/04/2017,ZZC270808,4,8945,Park View Group Practice,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,Sexual Health LES,"4,167.00",530348,12748
03/04/2017,ZZC270809,1,8944,Chadsfield Medical Practice,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Healthcare,"2,659.00",530348,12735
03/04/2017,ZZC270809,2,8944,Chadsfield Medical Practice,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Lifestyles,"1,356.00",530348,12737
03/04/2017,ZZC270809,3,8944,Chadsfield Medical Practice,999999,Social Community Care Supplies & Services  ,Service Contract Payments,Services to People,Sexual Health LES,"1,101.00",561704,12748
03/04/2017,ZZC270809,4,8944,Chadsfield Medical Practice,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,Sexual Health LES,"2,349.00",530348,12748
03/04/2017,ZZC270810,1,8952,DR ROONEY & PARTNERS,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Healthcare,"4,969.00",530348,12735
03/04/2017,ZZC270810,2,8952,DR ROONEY & PARTNERS,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Lifestyles,"4,557.00",530348,12737
03/04/2017,ZZC270810,3,8952,DR ROONEY & PARTNERS,999999,Social Community Care Supplies & Services  ,Service Contract Payments,Services to People,Sexual Health LES,"2,913.00",561704,12748
03/04/2017,ZZC270810,4,8952,DR ROONEY & PARTNERS,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,Sexual Health LES,"3,144.00",530348,12748
03/04/2017,ZZC270811,1,8949,BRAMHALL HEALTH CENTRE,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Healthcare,"4,835.00",530348,12735
03/04/2017,ZZC270811,2,8949,BRAMHALL HEALTH CENTRE,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Lifestyles,"2,282.00",530348,12737
03/04/2017,ZZC270811,3,8949,BRAMHALL HEALTH CENTRE,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,Sexual Health LES,833,530348,12748
03/04/2017,ZZC270812,1,8947,CARITAS GP PARTNERSHIP,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Healthcare,"4,769.00",530348,12735
03/04/2017,ZZC270812,2,8947,CARITAS GP PARTNERSHIP,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Lifestyles,"3,350.00",530348,12737
03/04/2017,ZZC270812,3,8947,CARITAS GP PARTNERSHIP,999999,Social Community Care Supplies & Services  ,Service Contract Payments,Services to People,Sexual Health LES,"6,085.00",561704,12748
03/04/2017,ZZC270812,4,8947,CARITAS GP PARTNERSHIP,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,Sexual Health LES,"2,917.00",530348,12748
03/04/2017,ZZC270813,1,8950,BEECH HOUSE MEDICAL PRACTICE,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Healthcare,"3,140.00",530348,12735
03/04/2017,ZZC270813,2,8950,BEECH HOUSE MEDICAL PRACTICE,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Lifestyles,"2,046.00",530348,12737
03/04/2017,ZZC270813,3,8950,BEECH HOUSE MEDICAL PRACTICE,999999,Social Community Care Supplies & Services  ,Service Contract Payments,Services to People,Sexual Health LES,"2,330.00",561704,12748
03/04/2017,ZZC270813,4,8950,BEECH HOUSE MEDICAL PRACTICE,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,Sexual Health LES,"1,667.00",530348,12748
03/04/2017,ZZC270814,1,8963,DR C MARSHALL & PARTNERS,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Healthcare,"2,318.00",530348,12735
03/04/2017,ZZC270814,2,8963,DR C MARSHALL & PARTNERS,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Lifestyles,"2,682.00",530348,12737
03/04/2017,ZZC270814,3,8963,DR C MARSHALL & PARTNERS,999999,Social Community Care Supplies & Services  ,Service Contract Payments,Services to People,Sexual Health LES,"2,007.00",561704,12748
03/04/2017,ZZC270814,4,8963,DR C MARSHALL & PARTNERS,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,Sexual Health LES,"1,970.00",530348,12748
03/04/2017,ZZC270815,1,8942,Heaton Mersey Medical Practice,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Lifestyles,"1,684.00",530348,12737
03/04/2017,ZZC270815,2,8942,Heaton Mersey Medical Practice,999999,Social Community Care Supplies & Services  ,Service Contract Payments,Services to People,Sexual Health LES,583,561704,12748
03/04/2017,ZZC270815,3,8942,Heaton Mersey Medical Practice,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Healthcare,"2,792.00",530348,12735
03/04/2017,ZZC270815,4,8942,Heaton Mersey Medical Practice,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,Sexual Health LES,"1,629.00",530348,12748
03/04/2017,ZZC270816,1,8928,Bracondale Medical Centre,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Healthcare,"1,779.00",530348,12735
03/04/2017,ZZC270816,2,8928,Bracondale Medical Centre,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Lifestyles,"1,436.00",530348,12737
03/04/2017,ZZC270816,3,8928,Bracondale Medical Centre,999999,Social Community Care Supplies & Services  ,Service Contract Payments,Services to People,Sexual Health LES,"1,425.00",561704,12748
03/04/2017,ZZC270816,4,8928,Bracondale Medical Centre,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,Sexual Health LES,871,530348,12748
03/04/2017,ZZC270817,1,8933,Dr RJ Seabrook & Partners,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Healthcare,"4,599.00",530348,12735
03/04/2017,ZZC270817,2,8933,Dr RJ Seabrook & Partners,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,Sexual Health LES,"2,576.00",530348,12748
03/04/2017,ZZC270817,3,8933,Dr RJ Seabrook & Partners,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Lifestyles,"1,994.00",530348,12737
03/04/2017,ZZC270817,4,8933,Dr RJ Seabrook & Partners,999999,Social Community Care Supplies & Services  ,Service Contract Payments,Services to People,Sexual Health LES,"2,072.00",561704,12748
03/04/2017,ZZC270818,1,8939,MARPLE COTTAGE SURGERY,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Healthcare,"2,634.00",530348,12735
03/04/2017,ZZC270818,2,8939,MARPLE COTTAGE SURGERY,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Lifestyles,"1,686.00",530348,12737
03/04/2017,ZZC270818,3,8939,MARPLE COTTAGE SURGERY,999999,Social Community Care Supplies & Services  ,Service Contract Payments,Services to People,Sexual Health LES,388,561704,12748
03/04/2017,ZZC270818,4,8939,MARPLE COTTAGE SURGERY,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,Sexual Health LES,720,530348,12748
03/04/2017,ZZC270819,1,8956,The Family Surgery,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Healthcare,"4,025.00",530348,12735
03/04/2017,ZZC270819,2,8956,The Family Surgery,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Lifestyles,"5,166.00",530348,12737
