Organisation Name,Department where exp. Incurred,Service Category Label,Supplier (Beneficiary),Purpose of Expenditure,Procurement (Merchant) Category,Purchase Date,Settlement Date,Transaction Number,Net Amount (£)
Stockport MBC,Services to People,Adult Social Care,SCAN COMPUTERS INT LTD,COVID 19,Social Community Care Supplies & Services  ,29.04.2020,16.05.2020,GPC04200000110,"2,004.98"
Stockport MBC,Services to People,Adult Social Care,LISKILLYVET,COVID 19,Social Community Care Supplies & Services  ,27.04.2020,16.05.2020,GPC04200000111,528.00
Stockport MBC,Services to People,Adult Social Care,GRIP HYGIENE SUPPLIES,COVID 19,Social Community Care Supplies & Services  ,23.04.2020,16.05.2020,GPC04200000112,595.00
Stockport MBC,Services to People,Adult Social Care,GRIP HYGIENE SUPPLIES,COVID 19,Social Community Care Supplies & Services  ,22.04.2020,16.05.2020,GPC04200000113,448.50
Stockport MBC,Services to People,Adult Social Care,SMH PRODUCTS LTD,COVID 19,Social Community Care Supplies & Services  ,02.04.2020,16.05.2020,GPC04200000114,"1,204.20"
Stockport MBC,Corporate and Support Services,Central Support Costs,VESTA VODAFONE,COVID 19,Social Community Care Supplies & Services  ,13.04.2020,16.05.2020,GPC04200000115,20.00
Stockport MBC,Corporate and Support Services,Planning Services,VESTA VODAFONE,COVID 19,Social Community Care Supplies & Services  ,13.04.2020,16.05.2020,GPC04200000116,20.00
Stockport MBC,Corporate and Support Services,Planning Services,VESTA VODAFONE,COVID 19,Social Community Care Supplies & Services  ,13.04.2020,16.05.2020,GPC04200000117,20.00
Stockport MBC,Corporate and Support Services,Planning Services,VESTA VODAFONE,COVID 19,Social Community Care Supplies & Services  ,12.04.2020,16.05.2020,GPC04200000118,20.00
Stockport MBC,Services to Place,Cultural & Related Services,ASDA,COVID 19,Social Community Care Supplies & Services  ,24.04.2020,16.05.2020,GPC04200000119,100.00
Stockport MBC,Services to Place,Cultural & Related Services,ASDA,COVID 19,Social Community Care Supplies & Services  ,11.04.2020,16.05.2020,GPC04200000120,105.00
Stockport MBC,Services to People,Childrens & Educational Services,PPOINT_ NEWS & BOOZE 8,COVID 19,Social Community Care Supplies & Services  ,29.04.2020,16.05.2020,GPC04200000121,10.00
Stockport MBC,Services to People,Childrens & Educational Services,PPOINT_ NEWS & BOOZE 8,COVID 19,Social Community Care Supplies & Services  ,22.04.2020,16.05.2020,GPC04200000122,10.00
Stockport MBC,Services to People,Childrens & Educational Services,PPOINT_ NEWS & BOOZE 8,COVID 19,Social Community Care Supplies & Services  ,15.04.2020,16.05.2020,GPC04200000123,10.00
Stockport MBC,Services to People,Childrens & Educational Services,PPOINT_ NEWS & BOOZE 8,COVID 19,Social Community Care Supplies & Services  ,04.04.2020,16.05.2020,GPC04200000124,20.00
