Document Date,Purchase Order No,Line Item No,Supplier ID,Supplier Name,Pro Class,Pro Class Description,Description of Goods ,Service/Department ,Expense Area ,Net Order Value Over £5000.00 
2018-12-21,ZZC654406,1,13330,Persone Recruitment Ltd,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Perip-Classroom Assistant - Learning Dif,16150.00
2018-12-21,ZZP654381,1,4708,The Dodd Group,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Libraries - Refurbishment 18/19,8896.84
2018-12-21,ZZP654402,1,757,Transport for Greater Manchest,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Bridgefield Development - General Costs,7150.00
2018-12-20,ZSA654273,1,11156,David Hunter,261500,Human Resources Training & Conferences ,Expenses and Allowances,Services to People,Safeguarding Adults Board,6500.00
2018-12-20,ZSA654269,1,13083,Abbotsound Ltd,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,LD Residential & Nursing Care purchasing,5000.00
2018-12-20,ZSA654272,1,10081,Doro Care Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to People,Pre-Project Spending,10665.00
2018-12-20,ZSA654272,2,10081,Doro Care Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to People,Pre-Project Spending,3105.00
2018-12-20,ZSA654325,1,7797,CHOICE SUPPORT,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,LD Residential & Nursing Care purchasing,21819.60
2018-12-20,ZZC654285,1,8766,ADOPTION MATTERS NORTHWEST,999999,Fees and Charges,Fees and Charges,Services to People,RAA - Regionalisation ASF Grant,9963.10
2018-12-20,ZZP654342,1,10185,FutureGov Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,DbD – Phase 2,300000.00
2018-12-20,ZZP654336,1,7670,Wilds Of Oldham,110000,Catering  ,Expenses and Allowances,Corporate and Support Services,Town Hall Events,5000.00
2018-12-20,ZZP654313,1,5915,Atkins Global,150000,Consultancy   ,Professional Fees,Capital Expenditure,HIP Carriageways – Design,12000.00
2018-12-20,ZES654292,1,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to People,SI Child Minder Support,4792.16
2018-12-20,ZES654292,2,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to People,SI Child Minder Support,28.00
2018-12-20,ZES654292,3,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to People,SI Child Minder Support,28.00
2018-12-20,ZES654292,4,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to People,SI Child Minder Support,232.98
2018-12-20,ZES654292,5,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to People,SI Child Minder Support,31.92
2018-12-20,ZES654292,6,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to People,SI Child Minder Support,101.76
2018-12-20,ZES654300,1,845,Dotted Eyes Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Spatial Intelligence,7414.66
2018-12-19,ZSB654195,1,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,625.00
2018-12-19,ZSB654195,2,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,120.00
2018-12-19,ZSB654195,3,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,625.00
2018-12-19,ZSB654195,4,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,600.00
2018-12-19,ZSB654195,5,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,625.00
2018-12-19,ZSB654195,6,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,600.00
2018-12-19,ZSB654195,7,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,575.00
2018-12-19,ZSB654195,8,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,240.00
2018-12-19,ZSB654195,9,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,480.00
2018-12-19,ZSB654195,10,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,120.00
2018-12-19,ZSB654195,11,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,1050.00
2018-12-19,ZSB654195,12,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,600.00
2018-12-19,ZSB654195,13,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,1000.00
2018-12-19,ZSB654195,14,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,575.00
2018-12-19,ZSB654195,15,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,600.00
2018-12-19,ZSB654195,16,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,600.00
2018-12-19,ZSB654195,17,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,1050.00
2018-12-19,ZSB654195,18,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,600.00
2018-12-19,ZSB654195,19,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,1000.00
2018-12-19,ZSB654195,20,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,575.00
2018-12-19,ZSB654195,21,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,420.00
2018-12-19,ZSB654195,22,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,600.00
2018-12-19,ZSB654195,23,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,600.00
2018-12-19,ZSB654195,24,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,1050.00
2018-12-19,ZSB654195,25,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,600.00
2018-12-19,ZSB654195,26,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,1000.00
2018-12-19,ZSB654248,1,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,575.00
2018-12-19,ZSB654248,2,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,1050.00
2018-12-19,ZSB654248,3,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,600.00
2018-12-19,ZSB654248,4,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,600.00
2018-12-19,ZSB654248,5,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,840.00
2018-12-19,ZSB654248,6,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,600.00
2018-12-19,ZSB654248,7,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,1000.00
2018-12-19,ZSB654248,8,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,575.00
2018-12-19,ZSB654248,9,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,1050.00
2018-12-19,ZSB654248,10,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,600.00
2018-12-19,ZSB654248,11,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,600.00
2018-12-19,ZSB654248,12,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,1050.00
2018-12-19,ZSB654248,13,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,600.00
2018-12-19,ZSB654248,14,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,1000.00
2018-12-19,ZSB654248,15,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,575.00
2018-12-19,ZSB654248,16,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,1050.00
2018-12-19,ZSB654248,17,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,600.00
2018-12-19,ZSB654248,18,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,600.00
2018-12-19,ZSB654248,19,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,1050.00
2018-12-19,ZSB654248,20,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,600.00
2018-12-19,ZSB654248,21,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,1000.00
2018-12-19,ZSB654248,22,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,600.00
2018-12-19,ZSB654248,23,9927,Vision for Education,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,1050.00
2018-12-19,ZZC654199,1,1722,The Together Trust Centre,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Lea-Sen Independent School Fees,11092.10
2018-12-19,ZZC654233,1,628,Life Leisure,290000,Arts & Leisure Services  ,Publicity and Promotion,Services to People,LAC - Care Matters,8000.00
2018-12-19,ZZP654263,1,12200,Cadent Gas Limited,230000,Highway Equipment & Materials    ,Highways Maintenance,Capital Expenditure,STCAP 801 Travis Brow/ A6 Link and George’s Rd - D,116406.09
2018-12-19,ZZP654192,1,8583,CrowdControlHQ,290000,Arts & Leisure Services  ,Publicity and Promotion,Corporate and Support Services,POD Communications,11628.00
2018-12-19,ZZP654230,1,3669,Urban Vision Partnership Lt,280000,Legal Services  ,Legal Fees,Services to Place,Seashell Trust appeal,21450.00
2018-12-18,ZSA654117,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Disabled Facilities Grants-Mandatory,22525.85
2018-12-18,ZSA654116,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Disabled Facilities Grants-Mandatory,22525.85
2018-12-18,ZZP654145,1,10615,Mosaic Event Catering Limited,110000,Catering  ,Catering Supplies,Corporate and Support Services,Town Hall Events,6207.51
2018-12-18,ZZP654186,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,STCAP 402 Knightsbridge and Great Portwood St - On,15423.27
2018-12-18,ZZP654139,1,4708,The Dodd Group,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Corporate - Fire Protection Work 18/19,7618.21
2018-12-18,ZZP654178,1,5276,ESE Ltd,182020,Environmental Services Waste Management,Waste Management Equipment,Services to Place,Black Wheelie Bins,4570.30
2018-12-18,ZZP654178,2,5276,ESE Ltd,182020,Environmental Services Waste Management,Waste Management Equipment,Services to Place,Wheelie Bins,3264.50
2018-12-18,ZZP654182,1,2025,BT Plc (Openreach),230000,Highway Equipment & Materials    ,Highways Maintenance,Capital Expenditure,0255I CCAG2 - Carr Wood On Site,8654.54
2018-12-17,ZZS654072,1,12582,LISA HOUGHTON - Legal/Law,150000,Consultancy   ,Professional Fees,Corporate and Support Services,Legal Professional fees,6275.00
2018-12-17,ZZC654086,1,13316,New Bridge Multi Academy Group,170000,Education  ,Third party payments - Public Sector,Services to People,Lea-Other Local Authorities,21691.88
2018-12-17,ZZP654084,1,13308,"The Sport, Leisure and Culture",150000,Consultancy   ,Professional Fees,Services to Place,Sports Trust,23700.00
2018-12-14,ZZP654060,1,8817,AECOM Infrastructure & Environ,150000,Consultancy   ,Professional Fees,Capital Expenditure,1300 Greenspace Infrastructure - On Site,24594.00
2018-12-14,ZZP654059,1,8202,The Fountain Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Services to Place,HIGHWAYS-ARDEN FOOTBRIDGE,8500.00
2018-12-14,ZZP654025,1,8249,Creative Concern Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Place Regen  Marketing Campaign,4430.00
2018-12-14,ZZP654025,2,8249,Creative Concern Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Place Regen  Marketing Campaign,2045.00
2018-12-14,ZZP654025,3,8249,Creative Concern Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Place Regen  Marketing Campaign,770.00
2018-12-14,ZZP654025,4,8249,Creative Concern Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Place Regen  Marketing Campaign,5095.00
2018-12-14,ZZP654025,5,8249,Creative Concern Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Place Regen  Marketing Campaign,2240.00
2018-12-14,ZZP654025,6,8249,Creative Concern Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Place Regen  Marketing Campaign,1610.00
2018-12-14,ZZP654052,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Stopford House - car park controlled access,8043.45
2018-12-13,ZES653975,1,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to People,RAA Adoption Count,7136.80
2018-12-13,ZES653975,2,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to People,RAA Adoption Count,35.00
2018-12-13,ZES653975,3,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to People,RAA Adoption Count,35.00
2018-12-12,ZZP653898,1,628,Life Leisure,999999,UNCLASSIFIED  ,Capital financing costs,Services to Place,U-Uncontrollable Sport Trust,250000.00
2018-12-12,ZZP653899,1,4293,24 Design,290000,Arts & Leisure Services  ,Publicity and Promotion,Services to Place,Arts Development,7930.00
2018-12-11,ZZP653836,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Design Framework Staff,6072.00
2018-12-11,ZZP653826,1,7025,CBRE Limited,150000,Consultancy   ,Professional Fees,Capital Expenditure,Merseyway Redevelopment,183350.00
2018-12-11,ZZP653825,1,12776,Adrian Taylor Design Ltd,150000,Consultancy   ,Professional Fees,Capital Expenditure,M&U - Produce Hall/Blackshaws,62212.50
2018-12-11,ZZP653834,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,097 Cheadle Lane Culvert,20375.00
2018-12-11,ZES653776,1,35,CBC Computer Systems Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to People,LAC - Care Matters,5950.00
2018-12-11,ZES653778,1,35,CBC Computer Systems Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to People,VST - Pupil Premium Grant,1175.00
2018-12-11,ZES653778,2,35,CBC Computer Systems Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to People,VST - Pupil Premium Grant,99.75
2018-12-11,ZES653778,3,35,CBC Computer Systems Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to People,VST - Pupil Premium Grant,345.00
2018-12-11,ZES653778,4,35,CBC Computer Systems Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to People,VST - Pupil Premium Grant,375.00
2018-12-11,ZES653778,5,35,CBC Computer Systems Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to People,VST - Pupil Premium Grant,5950.00
2018-12-10,ZSA653711,1,1583,Tunstall Healthcare (UK) Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Capital Expenditure,Telecare Equipment,12800.00
2018-12-10,ZSA653711,2,1583,Tunstall Healthcare (UK) Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Capital Expenditure,Telecare Equipment,936.75
2018-12-10,ZSA653711,3,1583,Tunstall Healthcare (UK) Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Capital Expenditure,Telecare Equipment,1632.00
2018-12-10,ZSA653711,4,1583,Tunstall Healthcare (UK) Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Capital Expenditure,Telecare Equipment,3000.00
2018-12-10,ZSA653711,5,1583,Tunstall Healthcare (UK) Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Capital Expenditure,Telecare Equipment,1470.00
2018-12-10,ZZC653713,1,9715,NHS Stockport CCG,390000,Supplies and services,Supplies and services,Services to People,PH-Health Protection,11800.00
2018-12-10,ZZC653718,1,10289,STOCKPORT SAMARITANS,320000,Social Community Care Supplies & Services  ,Third party payments - Private/Voluntary Sector,Services to People,PH-Mental Wellbeing,10000.00
2018-12-10,ZZC653719,1,9715,NHS Stockport CCG,390000,Supplies and services,Supplies and services,Services to People,PH-Health Protection,11800.00
2018-12-07,ZZC653650,1,8766,ADOPTION MATTERS NORTHWEST,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,RAA Adoption Count,31000.00
2018-12-07,ZZC653649,1,12818,Therapp UK Ltd,999999,Fees and Charges,Fees and Charges,Services to People,RAA - Regionalisation ASF Grant,8415.00
2018-12-07,ZZC653646,1,1007,JCDecaux UK Ltd,190000,Facilities & Management Services  ,Office Expenses,Services to People,RAA Adoption Count,6644.00
2018-12-07,ZZP653628,1,13154,Amey OW Ltd,150000,Consultancy   ,Professional Fees,Corporate and Support Services,SPB - Investment Estate,10625.00
2018-12-06,ZZP653600,1,10615,Mosaic Event Catering Limited,110000,Catering  ,Catering Supplies,Corporate and Support Services,Town Hall Events,5141.10
2018-12-06,ZZP653591,1,10615,Mosaic Event Catering Limited,110000,Catering  ,Catering Supplies,Corporate and Support Services,Town Hall Events,8702.79
2018-12-06,ZZP653534,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,5101B NPIF Cheadle Corridor Abney Hall Park-Shared,363626.31
2018-12-05,ZPC653495,1,11021,The Laurus Trust (Cheadle Hulm,150000,Consultancy   ,Professional Fees,Services to People,Perip-Cedars Mental Health Project,7788.00
2018-12-05,ZSA653488,1,7797,CHOICE SUPPORT,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,Choice Support contract payments,6660.00
2018-12-05,ZSA653477,1,10338,STOCKPORT CAR SCHEMES,390000,Supplies and services,Supplies and services,Services to People,Community Transport (WIN),108000.00
2018-12-05,ZZC653487,1,4617,Creative Support Ltd,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,Tenancy Options Phase 3 Creative Support,385601.00
2018-12-05,ZZP653506,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,0262 CCAG2 - Cycle Parking - On Site,6120.72
2018-12-04,ZZP653453,1,3529,Totally Local Company Ltd,390000,Supplies and services,Supplies and services,Capital Expenditure,5101D NPIF Cheadle Corridor - Scoot & CCTV Improve,8228.40
2018-12-04,ZZP653454,1,3529,Totally Local Company Ltd,390000,Supplies and services,Supplies and services,Capital Expenditure,5101D NPIF Cheadle Corridor - Scoot & CCTV Improve,11906.00
2018-12-03,ZZC653381,1,13002,SpeechWise Speech and Language,150000,Consultancy   ,Professional Fees,Services to People,Perip-Classroom Assistant - Learning Dif,10245.99
2018-12-03,ZZP653353,1,8106,Tarmac Building Products Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,STCAP 502 M60 Junction 1 Improvements - On Site,217764.10
2018-12-03,ZZP653406,1,11715,CBRE,150000,Consultancy   ,Professional Fees,Corporate and Support Services,Merseyway Shopping Centre,3000.00
2018-12-03,ZZP653406,2,11715,CBRE,150000,Consultancy   ,Professional Fees,Corporate and Support Services,Merseyway Shopping Centre,3000.00
2018-12-03,ZZP653406,3,11715,CBRE,150000,Consultancy   ,Professional Fees,Corporate and Support Services,Merseyway Shopping Centre,3000.00
2018-11-30,ZZP653321,1,7802,Craemer UK Ltd,290000,Arts & Leisure Services  ,Publicity and Promotion,Services to Place,Operational Support,10395.00
2018-11-30,ZZP653331,1,13289,Gillespies LLP,150000,Consultancy   ,Professional Fees,Services to Place,Town Centre Development Team,12200.00
2018-11-29,ZZC653204,1,7362,The Heatons Conference Centre,190000,Facilities & Management Services  ,Office Expenses,Services to People,RAA Adoption Count,450.00
2018-11-29,ZZC653204,2,7362,The Heatons Conference Centre,190000,Facilities & Management Services  ,Office Expenses,Services to People,RAA Adoption Count,450.00
2018-11-29,ZZC653204,3,7362,The Heatons Conference Centre,190000,Facilities & Management Services  ,Office Expenses,Services to People,RAA Adoption Count,450.00
2018-11-29,ZZC653204,4,7362,The Heatons Conference Centre,190000,Facilities & Management Services  ,Office Expenses,Services to People,RAA Adoption Count,450.00
2018-11-29,ZZC653204,5,7362,The Heatons Conference Centre,190000,Facilities & Management Services  ,Office Expenses,Services to People,RAA Adoption Count,450.00
2018-11-29,ZZC653204,6,7362,The Heatons Conference Centre,190000,Facilities & Management Services  ,Office Expenses,Services to People,RAA Adoption Count,450.00
2018-11-29,ZZC653204,7,7362,The Heatons Conference Centre,190000,Facilities & Management Services  ,Office Expenses,Services to People,RAA Adoption Count,450.00
2018-11-29,ZZC653204,8,7362,The Heatons Conference Centre,190000,Facilities & Management Services  ,Office Expenses,Services to People,RAA Adoption Count,450.00
2018-11-29,ZZC653204,9,7362,The Heatons Conference Centre,190000,Facilities & Management Services  ,Office Expenses,Services to People,RAA Adoption Count,450.00
2018-11-29,ZZC653204,10,7362,The Heatons Conference Centre,190000,Facilities & Management Services  ,Office Expenses,Services to People,RAA Adoption Count,450.00
2018-11-29,ZZC653204,11,7362,The Heatons Conference Centre,190000,Facilities & Management Services  ,Office Expenses,Services to People,RAA Adoption Count,450.00
2018-11-29,ZZC653204,12,7362,The Heatons Conference Centre,190000,Facilities & Management Services  ,Office Expenses,Services to People,RAA Adoption Count,450.00
2018-11-29,ZZC653203,1,2628,North West Employers,260000,Human Resources  ,Staff Training,Services to People,RAA Adoption Count,5150.00
2018-11-29,ZZC653200,1,13281,CCS Adoption,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,RAA Adoption Count,31000.00
2018-11-29,ZZP653282,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Design Framework Staff,25440.00
2018-11-29,ZZP653258,1,13154,Amey OW Ltd,150000,Consultancy   ,Professional Fees,Corporate and Support Services,SPB - Investment Estate,12500.00
2018-11-29,ZZP653281,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Design Framework Staff,61560.00
