Document Date,Purchase Order No,Line Item No,Supplier ID,Supplier Name,Pro Class,Pro Class Description,Description of Goods ,Service/Department ,Expense Area ,Net Order Value Over £5000.00 
2018-03-15,ZAV287285,2,12402,VeryPC Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,I&C AVA Services,144.00
2018-03-15,ZAV287285,3,12402,VeryPC Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,I&C AVA Services,25.00
2018-03-15,ZAV287285,4,12402,VeryPC Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,I&C AVA Services,270.00
2018-03-15,ZAV287285,5,12402,VeryPC Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,I&C AVA Services,270.00
2018-03-15,ZAV287285,6,12402,VeryPC Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,I&C AVA Services,450.00
2018-03-15,ZAV287286,1,12402,VeryPC Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,I&C AVA Services,5250.00
2018-03-28,ZAV287917,1,9071,JTRS Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,I&C AVA Services,223.80
2018-03-28,ZAV287917,2,9071,JTRS Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,I&C AVA Services,1550.00
2018-03-28,ZAV287917,3,9071,JTRS Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,I&C AVA Services,1850.00
2018-03-28,ZAV287917,4,9071,JTRS Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,I&C AVA Services,1550.00
2018-01-10,ZES283919,1,2927,XMA Ltd,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to People,YOS Non-Staffing,10964.70
2018-01-10,ZES283919,2,2927,XMA Ltd,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to People,YOS Non-Staffing,63.00
2018-01-10,ZES283919,3,2927,XMA Ltd,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to People,YOS Non-Staffing,63.00
2018-01-17,ZES284246,1,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to Place,PLANNING,7058.24
2018-01-17,ZES284246,2,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to Place,PLANNING,56.00
2018-01-17,ZES284246,3,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to Place,PLANNING,56.00
2018-01-17,ZES284246,4,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to Place,PLANNING,76.00
2018-01-23,ZES284495,1,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,T ASC Software Replacement,6425.00
2018-01-23,ZES284495,2,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,T ASC Software Replacement,2878.00
2018-01-25,ZES284667,1,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,T ASC Software Replacement,12850.00
2018-01-25,ZES284667,2,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,T ASC Software Replacement,2878.00
2018-01-26,ZES284778,1,12608,Liquidlogic Limited,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,T ASC Software Replacement,308204.00
2018-01-29,ZES284854,1,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,36475.00
2018-01-29,ZES284855,1,12602,The Networking People Ltd (Nor,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Digital by Design Technical,2875.00
2018-01-29,ZES284855,2,12602,The Networking People Ltd (Nor,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Digital by Design Technical,25485.00
2018-01-30,ZES284881,1,9353,Capita IT Services t/a NTS (UK,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,36475.77
2018-01-31,ZES284941,1,845,Dotted Eyes Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Spatial Intelligence,5566.00
2018-02-13,ZES285628,1,2398,Fibrelite (Northwest) Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to People,EP - Fostercare,13740.00
2018-02-21,ZES286088,1,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to People,Ethnic Diversity Service,5206.40
2018-02-21,ZES286088,2,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to People,Ethnic Diversity Service,35.00
2018-02-21,ZES286088,3,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to People,Ethnic Diversity Service,35.00
2018-02-23,ZES286200,1,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,DbD – Phase 2,91981.65
2018-02-23,ZES286200,2,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,DbD – Phase 2,528.50
2018-02-23,ZES286200,3,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,DbD – Phase 2,528.50
2018-02-23,ZES286200,4,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,DbD – Phase 2,9880.00
2018-02-23,ZES286200,5,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,DbD – Phase 2,1339.00
2018-02-27,ZES286358,1,11119,One Advanced,260000,Human Resources  ,Staff Training,Services to People,Reablement Management,899.00
2018-02-27,ZES286358,2,11119,One Advanced,260000,Human Resources  ,Staff Training,Services to People,Reablement Management,5070.00
2018-02-27,ZES286358,3,11119,One Advanced,260000,Human Resources  ,Staff Training,Services to People,Reablement Management,139.00
2018-02-28,ZES286421,1,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to People,Incl - Psychologists,6247.68
2018-02-28,ZES286421,2,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to People,Incl - Psychologists,42.00
2018-02-28,ZES286421,3,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to People,Incl - Psychologists,42.00
2018-03-16,ZES287311,1,9035,Mavoda LLP,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,24723.93
2018-03-16,ZES287312,1,10004,Chess Cybersecurity Limited,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,10500.00
2018-03-16,ZES287312,2,10004,Chess Cybersecurity Limited,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,27900.00
2018-03-19,ZES287417,1,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Digital by Design Technical,5680.00
2018-03-19,ZES287417,2,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Digital by Design Technical,1390.00
2018-03-27,ZES287804,1,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Digital by Design Technical,5680.00
2018-03-27,ZES287804,2,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Digital by Design Technical,1390.00
2018-01-25,ZFC284691,1,8733,ELF SOFTWARE LTD,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Corporate and Support Services,Head of Property& Procurement,6749.00
2018-01-30,ZFC284897,1,4708,The Dodd Group,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Corporate and Support Services,SPB Operational Estate,5000.00
2018-02-05,ZFC285177,1,4704,CPL Heating and Plumbing,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Libraries - refurbishment,41782.00
2018-02-05,ZFC285178,1,4704,CPL Heating and Plumbing,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Libraries - refurbishment,40197.00
2018-02-05,ZFC285188,1,4708,The Dodd Group,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Capital Works on Leisure Centres - Grand Central,527417.92
2018-02-05,ZFC285189,1,2426,GR Bayley Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Libraries - refurbishment,62983.21
2018-02-05,ZFC285195,1,4708,The Dodd Group,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Libraries - refurbishment,17391.31
2018-02-05,ZFC285199,1,2438,J Greenwood (Builders) Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Baker Street Redevelopment,407233.93
2018-02-05,ZFC285200,1,4704,CPL Heating and Plumbing,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Libraries - refurbishment,58864.00
2018-02-06,ZFC285266,1,2538,Whitfield and Brown Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Capital Works on Leisure Centres - Grand Central,527417.92
2018-02-08,ZFC285436,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Baker Street Redevelopment,38176.25
2018-02-09,ZFC285499,1,2632,Concept Elevators NW Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Corporate and Support Services,SPB Operational Estate,5000.00
2018-02-27,ZFC286393,1,4708,The Dodd Group,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Corporate and Support Services,SPB Operational Estate,13137.75
2018-03-05,ZFC286635,1,12713,R Walker & Sons Preston Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Heaton Spec. Sch Double Mobile,20137.44
2018-03-19,ZFC287386,1,4708,The Dodd Group,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Corporate and Support Services,SPB Operational Estate,24417.81
2018-03-27,ZFC287852,1,4708,The Dodd Group,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Capital Expenditure,Capital Works on Leisure Centres - Grand Central,8940.33
2018-03-07,ZHS286784,1,8323,Wilkinson Cowan Partnership Lt,999999,Acquisition of Land and Buildings,Capital Expenditure - Acquisitions,Capital Expenditure,Hexham Close - On Costs,19111.65
2018-01-03,ZHT283652,1,8842,Hill Property Services Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Cheadle Heath Pavillion - External works,6450.00
2018-01-09,ZHT283850,1,2479,JR Foy and Son Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Libraries - refurbishment,7564.68
2018-03-01,ZHT286477,1,4708,The Dodd Group,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Capital Expenditure,Capital Works on Leisure Centres - Avondale,9763.08
2018-03-20,ZHT287453,1,4708,The Dodd Group,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Capital Expenditure,Capital Works on Leisure Centres - Grand Central,52501.28
2018-03-20,ZHT287453,2,4708,The Dodd Group,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Capital Expenditure,Capital Works on Leisure Centres - Hazel Grove,7283.03
2018-02-12,ZPC285615,1,4369,Pennine Care NHS Trust,310000,Healthcare  ,Third party payments - Public Sector,Services to People,Pendlebury Secondary Jigsaw,6125.00
2018-02-20,ZPP286034,1,2324,LAR Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Capital Expenditure,Baker Street Redevelopment,7089.00
2018-01-04,ZSA283723,1,10735,Steve Goslyn,150000,Consultancy   ,Professional Fees,Services to People,Co-Production Project - Nesta,19000.00
2018-01-04,ZSA283725,1,7830,IEG4  LTD,190000,Facilities & Management Services  ,Office Expenses,Services to People,Social Fund - Admin,12600.00
2018-01-08,ZSA283793,1,4369,Pennine Care NHS Trust,999999,UNCLASSIFIED  ,MISCLASSIFIED? CHECK BEFORE PUBLICATION,Services to People,Intermediate care managers,44520.00
2018-01-08,ZSA283832,1,1382,Pure Innovations Ltd,999999,Social Community Care Supplies & Services  ,Service Contract Payments,Services to People,Supported Employment Project,99000.00
2018-01-11,ZSA283999,1,12580,Action Together CIO,150000,Consultancy   ,Professional Fees,Services to People,Co-Production Project - Nesta,25000.00
2018-01-30,ZSA284904,1,1339,Stockport NHS Foundation Trust,311410,Healthcare Occupational Therapy Services ,Fees and Charges,Services to People,LD Physio Centre,8204.10
2018-01-30,ZSA284939,1,10337,SIGNPOST STOCKPORT for CARERS,190000,Facilities & Management Services  ,Office Expenses,Services to People,Asian Heritage Staff,7000.00
2018-02-07,ZSA285361,1,8246,DJS Research Limited,190000,Facilities & Management Services  ,Office Expenses,Services to People,Modernisation,10150.00
2018-02-07,ZSA285399,1,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,4th Floor ASC,9263.94
2018-02-07,ZSA285399,2,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,4th Floor ASC,73.50
2018-02-07,ZSA285399,3,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,4th Floor ASC,73.50
2018-02-15,ZSA285805,1,12193,Greater Manchester Combined Au,999999,Fees and Charges,Fees and Charges,Services to People,Assistant Director - Strategy & Performa,6835.90
2018-02-19,ZSA285995,1,7162,OLM Financial Management Ltd,390000,"Works - Construction, Repair & Maintenance  ",Fees and Charges,Services to People,Assistant Director - Strategy & Performa,12500.00
2018-03-06,ZSA286686,1,6449,Aptean,270000,Information Communication Technology  ,Information and Communications Technology,Services to People,Quality Assurance,8094.00
2018-03-07,ZSA286749,1,1799,Stockport Homes,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to People,Social Fund - Programme,10000.00
2018-03-08,ZSA286849,1,2209,FR Monkhouse Ltd,140000,Clothing  ,Clothing Uniforms and Laundry,Services to People,Social Fund - Programme,10000.00
2018-03-13,ZSA287080,1,4369,Pennine Care NHS Trust,999999,UNCLASSIFIED  ,MISCLASSIFIED? CHECK BEFORE PUBLICATION,Services to People,LD Health Staff Contract,959064.00
2018-03-14,ZSA287125,1,1339,Stockport NHS Foundation Trust,260000,Human Resources  ,Other Payments,Services to People,Transformation Fund-Provider,18294.94
2018-03-16,ZSA287309,1,944,"Prism Medical UK, Westholm Div",181800,Environmental Services Technical Equipment ,Furniture and Equipment,Capital Expenditure,Disabled Facilities Grants-Mandatory,8970.00
2018-03-16,ZSA287309,2,944,"Prism Medical UK, Westholm Div",181800,Environmental Services Technical Equipment ,Furniture and Equipment,Capital Expenditure,Disabled Facilities Grants-Mandatory,3220.00
2018-03-26,ZSA287696,1,1572,Theraposture Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Disabled Facilities Grants-Mandatory,11880.00
2018-02-13,ZSB285679,1,757,Transport for Greater Manchest,261600,Human Resources Travel & Subsistence ,Travelling Expenses,Services to People,Highfields Inclusion Partnership,5000.00
2018-01-11,ZSH283998,1,12567,Building  Research  Establishm,150000,Consultancy   ,Professional Fees,Services to Place,Housing Strategy,10837.00
2018-02-23,ZSH286208,1,1799,Stockport Homes,152050,Consultancy  Property ,Capital Expenditure - Fees,Services to Place,Housing Strategy,14535.00
2018-02-14,ZZC281464-005,1,3707,Salford City Council/Finance,390000,"Works - Construction, Repair & Maintenance  ",Fees and Charges,Services to People,RAA Adoption Count,2800.00
2018-02-14,ZZC281464-005,2,3707,Salford City Council/Finance,390000,"Works - Construction, Repair & Maintenance  ",Fees and Charges,Services to People,RAA Adoption Count,2800.00
2018-01-02,ZZC283557,1,12488,FAMILIES FOR CHILDREN,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,RAA Adoption Count,28667.00
2018-01-02,ZZC283557,2,12488,FAMILIES FOR CHILDREN,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,RAA Adoption Count,14333.00
2018-01-02,ZZC283558,1,6702,Cheshire West and Chester Coun,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,RAA Adoption Count,40500.00
2018-01-02,ZZC283559,1,2109,Rochdale MBC,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,RAA Adoption Count,27000.00
2018-01-02,ZZC283560,1,5224,After Adoption,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,RAA Adoption Count,27000.00
2018-01-02,ZZC283573,1,12536,CARITAS CARE,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,RAA Adoption Count,81000.00
2018-01-03,ZZC283645,1,628,Life Leisure,150000,Consultancy   ,Professional Fees,Services to People,S2S-SSCO Partnership,6591.66
2018-01-03,ZZC283648,1,12180,Acorn Care and Education,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Lea-Sen Independent School Fees,12321.94
2018-01-05,ZZC283749,1,4190,Derbyshire County Council,170000,Education  ,Third party payments - Public Sector,Services to People,Lea-Other Local Authorities,5885.62
2018-01-08,ZZC283798,1,1339,Stockport NHS Foundation Trust,999999,Fees and Charges,Fees and Charges,Services to People,EHP Early Intervention Grant,80127.00
2018-01-11,ZZC284011,1,7167,Cheshire East Borough Council.,170000,Education  ,Third party payments - Public Sector,Services to People,Lea-Other Local Authorities,7125.00
2018-01-22,ZZC284439,1,12180,Acorn Care and Education,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Lea-Sen Independent School Fees,6824.46
2018-01-22,ZZC284440,1,1669,Charnwood Nursery,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Lea-Sen Independent School Fees,8911.19
2018-01-22,ZZC284441,1,12171,KEYS CHILDCARE LTD,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Lea-Sen Independent School Fees,6901.71
2018-01-23,ZZC284535,1,1756,CoramBAAF,290000,Arts & Leisure Services  ,Publicity and Promotion,Services to People,RAA Adoption Count,5625.00
2018-01-26,ZZC284761,1,4369,Pennine Care NHS Trust,999999,Social Community Care Supplies & Services  ,Service Contract Payments,Services to People,PH-Drug and Alcohol,56621.00
2018-01-30,ZZC284894,1,4047,Caritas Diocese of Salford,150000,Consultancy   ,Professional Fees,Services to People,RAA Adoption Count,12000.00
2018-01-31,ZZC284945,1,11705,Parents in Partnership Stockpo,320000,Social Community Care Supplies & Services  ,Third party payments - Private/Voluntary Sector,Services to People,SEN Reform,10000.00
2018-01-31,ZZC285005,1,1722,The Together Trust Centre,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,SEN Independent School Fees Non Maintained Sch,32758.76
2018-02-05,ZZC285184,1,12180,Acorn Care and Education,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Lea-Sen Independent School Fees,6160.97
2018-02-05,ZZC285221,1,12612,Barnardo's Adoption Midlands,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,RAA Adoption Count,60000.00
2018-02-12,ZZC285580,1,2816,The Fostering Network,200000,Financial Services  ,Fees and Charges,Services to People,FP - Fostering Staffing,7314.00
2018-02-13,ZZC285632,1,12367,Beech Hall School,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Lea-Sen Independent School Fees,7350.00
2018-02-13,ZZC285652,1,12660,Hope Valley College,170000,Education  ,Third party payments - Public Sector,Services to People,Lea-Other Local Authorities,10250.00
2018-02-13,ZZC285662,1,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Children's Stockport Family,1444.00
2018-02-13,ZZC285662,2,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Children's Stockport Family,477.13
2018-02-13,ZZC285662,3,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Children's Stockport Family,7940.52
2018-02-13,ZZC285662,4,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Children's Stockport Family,10.30
2018-02-13,ZZC285662,5,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Children's Stockport Family,66.50
2018-02-13,ZZC285662,6,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Children's Stockport Family,66.50
2018-02-15,ZZC285873,1,6189,CACI SoftSmart Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to People,YOS Non-Staffing,11881.12
2018-02-27,ZZC286376,1,1449,Phonak UK ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to People,Perip-Sensory Support Service,2775.90
2018-02-27,ZZC286376,2,1449,Phonak UK ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to People,Perip-Sensory Support Service,3046.80
2018-02-27,ZZC286376,3,1449,Phonak UK ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to People,Perip-Sensory Support Service,1419.00
2018-02-27,ZZC286378,1,1594,Connevans Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to People,Perip-Sensory Support Service,8388.00
2018-02-27,ZZC286378,2,1594,Connevans Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to People,Perip-Sensory Support Service,7.96
2018-02-27,ZZC286378,3,1594,Connevans Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to People,Perip-Sensory Support Service,15.21
2018-02-27,ZZC286378,4,1594,Connevans Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to People,Perip-Sensory Support Service,63.00
2018-02-27,ZZC286378,5,1594,Connevans Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to People,Perip-Sensory Support Service,21.40
2018-02-27,ZZC286378,6,1594,Connevans Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to People,Perip-Sensory Support Service,21.40
2018-02-27,ZZC286378,7,1594,Connevans Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to People,Perip-Sensory Support Service,218.40
2018-02-28,ZZC286441,1,12706,NEW ROOTS THERAPY NW,150000,Consultancy   ,Professional Fees,Services to People,FP – Adoption Support Fund,12249.00
2018-02-28,ZZC286444,1,9159,TRAFFORD MBC,999999,Fees and Charges,Fees and Charges,Services to People,SG - Child Prot-Lscb,12500.00
2018-03-05,ZZC286650,1,12237,"CGL (Change, Grow, Live)",999999,Social Community Care Supplies & Services  ,Service Contract Payments,Services to People,PH-Drug and Alcohol,484867.00
2018-03-05,ZZC286651,1,4369,Pennine Care NHS Trust,999999,Social Community Care Supplies & Services  ,Service Contract Payments,Services to People,PH-Drug and Alcohol,1186768.00
2018-03-07,ZZC286742,1,1722,The Together Trust Centre,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Lea-Sen Independent School Fees,6461.35
2018-03-07,ZZC286743,1,9511,TRAFFORD MB COUNCIL,170000,Education  ,Third party payments - Public Sector,Services to People,Lea-Other Local Authorities,5295.18
2018-03-07,ZZC286744,1,9511,TRAFFORD MB COUNCIL,170000,Education  ,Third party payments - Public Sector,Services to People,Lea-Other Local Authorities,5295.18
2018-03-08,ZZC286847,1,12711,The EMDR Academy,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Incl - Psychologists,10500.00
