Document Date,Purchase Order No,Line Item No,Supplier ID,Supplier Name,Pro Class,Pro Class Description,Description of Goods ,Service/Department ,Expense Area ,Net Order Value Over £5000.00 
2018-06-21,ZAV292603,3,5535,Elementary Technology Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT AVA Non - SLA,218.00
2018-06-21,ZAV292603,4,5535,Elementary Technology Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT AVA Non - SLA,160.00
2018-06-21,ZAV292603,5,5535,Elementary Technology Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT AVA Non - SLA,1590.00
2018-06-21,ZAV292603,6,5535,Elementary Technology Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT AVA Non - SLA,60.00
2018-06-25,ZAV292765,1,5535,Elementary Technology Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,I&C AVA Services,4300.00
2018-06-25,ZAV292765,2,5535,Elementary Technology Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,I&C AVA Services,250.00
2018-06-25,ZAV292765,3,5535,Elementary Technology Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,I&C AVA Services,218.00
2018-06-25,ZAV292765,4,5535,Elementary Technology Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,I&C AVA Services,160.00
2018-06-25,ZAV292765,5,5535,Elementary Technology Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,I&C AVA Services,1590.00
2018-06-25,ZAV292765,6,5535,Elementary Technology Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,I&C AVA Services,80.00
2018-06-29,ZAV293052,1,35,CBC Computer Systems Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT AVA Non - SLA,8505.00
2018-06-29,ZAV293052,2,35,CBC Computer Systems Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT AVA Non - SLA,735.00
2018-04-09,ZES288511,1,1586,"Verint Systems UK Limited,",270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,29317.87
2018-04-12,ZES288876,1,12746,Camworth Limited,270000,Information Communication Technology  ,Information and Communications Technology,Capital Expenditure,Baker Street Redevelopment,3160.08
2018-04-12,ZES288876,2,12746,Camworth Limited,270000,Information Communication Technology  ,Information and Communications Technology,Capital Expenditure,Baker Street Redevelopment,902.28
2018-04-12,ZES288876,3,12746,Camworth Limited,270000,Information Communication Technology  ,Information and Communications Technology,Capital Expenditure,Baker Street Redevelopment,1270.81
2018-04-20,ZES289423,1,4799,Aligned Assets Limited,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Spatial Intelligence,9035.67
2018-04-25,ZES289710,1,9441,Softcat Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Management Accounting,29100.00
2018-04-25,ZES289710,2,9441,Softcat Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Management Accounting,2000.00
2018-04-25,ZES289710,3,9441,Softcat Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Management Accounting,1250.00
2018-04-25,ZES289710,4,9441,Softcat Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Management Accounting,7600.00
2018-04-25,ZES289710,5,9441,Softcat Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Management Accounting,4200.00
2018-04-27,ZES289854,1,8876,Legacy Telecom Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,7000.00
2018-04-27,ZES289854,2,8876,Legacy Telecom Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,800.00
2018-05-15,ZES290705,1,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to People,Transformation Fund-Enablers,6528.00
2018-06-15,ZES292329,1,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,10595.00
2018-04-09,ZFC288581,1,1799,Stockport Homes,370000,Utilities   ,Utilities,Corporate and Support Services,SPB Operational Estate,28000.00
2018-04-10,ZFC288685,1,5788,DESIGNED ROOF SYSTEMS LTD,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Lisburne Spec. Sch.  Roof Refurb,306650.00
2018-04-10,ZFC288696,1,9973,Truline Construction & Interio,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Corporate Buildings - Window double glazing,30318.00
2018-04-11,ZFC288811,1,4685,McGoff and Byrne Co Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Libraries - refurbishment,13512.00
2018-04-16,ZFC289063,1,9973,Truline Construction & Interio,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Services to Place,Learning & Emp Admin,10247.16
2018-04-16,ZFC289105,1,6440,Hantall Developments Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,St Thomas's CE (Heaton Chapel) 3FE Expansion,26372.00
2018-04-17,ZFC289181,1,588,H Jenkinson & Co Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to People,Transformation Fund-Enablers,24921.17
2018-04-17,ZFC289186,1,588,H Jenkinson & Co Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to People,Transformation Fund-Enablers,10225.02
2018-04-24,ZFC289642,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Corporate and Support Services,SPB Operational Estate,10500.00
2018-04-25,ZFC289659,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Corporate and Support Services,SPB Operational Estate,29256.42
2018-04-25,ZFC289659,2,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Corporate and Support Services,SPB Operational Estate,55632.58
2018-04-25,ZFC289659,3,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Corporate and Support Services,SPB Operational Estate,52019.74
2018-04-25,ZFC289659,4,3529,Totally Local Company Ltd,192200,Facilities & Management Services Security ,Security,Corporate and Support Services,SPB Operational Estate,12020.01
2018-04-25,ZFC289706,1,4482,Waste Solutions SK Ltd,182000,Environmental Services Waste Management ,Waste Management,Corporate and Support Services,SPB Operational Estate,71116.01
2018-04-25,ZFC289709,1,2430,GTM Electrical Services Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,BSD Emergency PECOS Code,23436.00
2018-04-27,ZFC289831,1,3529,Totally Local Company Ltd,240000,Horticultural  ,Grounds Maintenance,Corporate and Support Services,SPB - Investment Estate,44841.79
2018-04-27,ZFC289836,1,3529,Totally Local Company Ltd,130000,Cleaning & Janitorial  ,Cleaning,Corporate and Support Services,SPB Operational Estate,743227.73
2018-04-30,ZFC289924,1,7889,Thomas Kershaw Builders,150000,Consultancy   ,Professional Fees,Capital Expenditure,M&U - Produce Hall/Blackshaws,14090.00
2018-05-14,ZFC290553,1,1799,Stockport Homes,999999,Fees and Charges,Fees and Charges,Corporate and Support Services,SPB Operational Estate,13791.00
2018-05-17,ZFC290850,1,4708,The Dodd Group,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Capital Expenditure,Libraries - refurbishment,49120.28
2018-05-23,ZFC291207,1,4708,The Dodd Group,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,BSD Emergency PECOS Code,25271.00
2018-05-23,ZFC291209,1,4708,The Dodd Group,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Condition Works on Leisure Centres - Cheadle,7281.11
2018-05-24,ZFC291283,1,4708,The Dodd Group,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Life Leisure Grand Central - Renovation,5958.09
2018-05-24,ZFC291285,1,4708,The Dodd Group,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Condition Works on Leisure Centres - Hazel Grove,8943.12
2018-05-24,ZFC291286,1,4708,The Dodd Group,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Condition Works on Leisure Centres - Cheadle,15734.09
2018-05-25,ZFC291315,1,4708,The Dodd Group,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Capital Expenditure,BSD Emergency PECOS Code,11032.09
2018-05-25,ZFC291316,1,4708,The Dodd Group,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,BSD Emergency PECOS Code,32470.25
2018-06-04,ZFC291653,1,4708,The Dodd Group,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Capital Expenditure,Stopford - Electrical Mains Risers,6911.00
2018-06-05,ZFC291733,1,4708,The Dodd Group,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Libraries - Refurbishment 18/19,7269.08
2018-06-05,ZFC291758,1,2438,J Greenwood (Builders) Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Didsbury Rd Prim. Roof Refurbishment,658008.00
2018-06-06,ZFC291869,1,4708,The Dodd Group,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Libraries - refurbishment,20782.73
2018-06-06,ZFC291874,1,12773,Kaberry Construction Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Romiley Forum - Refurbishment,619361.00
2018-06-13,ZFC292170,1,4685,McGoff and Byrne Co Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Heaton Spec. Sch Double Mobile,26342.00
2018-06-14,ZFC292297,1,930,PHS Group Plc,130000,Cleaning & Janitorial  ,Cleaning,Corporate and Support Services,SPB Operational Estate,4753.32
2018-06-14,ZFC292297,2,930,PHS Group Plc,130000,Cleaning & Janitorial  ,Cleaning,Corporate and Support Services,SPB Operational Estate,7449.00
2018-06-14,ZFC292297,3,930,PHS Group Plc,130000,Cleaning & Janitorial  ,Cleaning,Corporate and Support Services,SPB Operational Estate,605.28
2018-06-21,ZFC292600,1,3529,Totally Local Company Ltd,240000,Horticultural  ,Grounds Maintenance,Corporate and Support Services,SPB Operational Estate,4824.11
2018-06-21,ZFC292600,2,3529,Totally Local Company Ltd,240000,Horticultural  ,Grounds Maintenance,Corporate and Support Services,SPB Operational Estate,597.93
2018-06-21,ZFC292600,3,3529,Totally Local Company Ltd,240000,Horticultural  ,Grounds Maintenance,Corporate and Support Services,SPB Operational Estate,2335.02
2018-06-21,ZFC292600,4,3529,Totally Local Company Ltd,240000,Horticultural  ,Grounds Maintenance,Corporate and Support Services,SPB Operational Estate,1674.44
2018-06-21,ZFC292611,1,12773,Kaberry Construction Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Norris Bank Prim. - Convert Bungalow to Teaching S,112200.00
2018-04-23,ZHT289504,1,12713,R Walker & Sons Preston Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Leisure Emergency PECOS Code,13497.00
2018-05-23,ZHT291186,1,12630,J Freeley Ltd,181000,Environmental Services Demolition & Asbestos Removal ,Capital Expenditure - Works,Capital Expenditure,BSD Emergency PECOS Code,19270.00
2018-05-31,ZHT291583,1,2479,JR Foy and Son Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Leisure Emergency PECOS Code,3600.00
2018-05-31,ZHT291583,2,2479,JR Foy and Son Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Leisure Emergency PECOS Code,3600.00
2018-04-03,ZSA288035,1,3664,Main and Main,202000,Financial Services Rents ,Rents,Services to People,Mental Health Queensway,10438.03
2018-04-13,ZSA288964,1,10337,SIGNPOST STOCKPORT for CARERS,190000,Facilities & Management Services  ,Office Expenses,Services to People,Asian Heritage Staff,7050.00
2018-04-13,ZSA288965,1,10346,STOCKPORT ADVOCACY,150000,Consultancy   ,Professional Fees,Services to People,Advocacy,199033.36
2018-04-16,ZSA289020,1,1382,Pure Innovations Ltd,390000,Supplies and services,Supplies and services,Services to People,Social Support (WIN),300000.00
2018-04-16,ZSA289040,1,10346,STOCKPORT ADVOCACY,150000,Consultancy   ,Professional Fees,Services to People,Mental Capacity Act Grant,38597.13
2018-04-16,ZSA289041,1,4617,Creative Support Ltd,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,Extra Care Housing Block,24000.00
2018-04-16,ZSA289044,1,1644,Tameside MBC,999999,Third party payments - Public Sector,Third party payments - Public Sector,Services to People,Mental Capacity Act Grant,52000.00
2018-04-19,ZSA289332,1,9715,NHS Stockport CCG,260000,Human Resources  ,Other Payments,Services to People,Proactive Care,307204.00
2018-04-26,ZSA289766,1,1104,Age UK Stockport,390000,Supplies and services,Supplies and services,Services to People,Support at Home (WIN),300000.00
2018-05-02,ZSA290100,1,1583,Tunstall Healthcare (UK) Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Capital Expenditure,Adults Emergency PECOS Code,6400.00
2018-05-02,ZSA290124,1,1339,Stockport NHS Foundation Trust,130000,Cleaning & Janitorial  ,Cleaning,Services to People,Millview Westbury Drive,17000.00
2018-05-04,ZSA290229,1,1787,Northgate Public Services (UK),380000,Vehicle Management  ,Driving and Vehicle Licences,Corporate and Support Services,Driver Assessment,25000.00
2018-05-04,ZSA290230,1,1644,Tameside MBC,999999,Third party payments - Public Sector,Third party payments - Public Sector,Services to People,Mental Capacity Act Grant,51048.00
2018-05-04,ZSA290231,1,9018,Future Directions CIC,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,Calderstones 4 Properties,874870.00
2018-05-08,ZSA290304,1,1104,Age UK Stockport,999999,Fees and Charges,Fees and Charges,Services to People,Co-Production Project - Nesta,12500.00
2018-05-08,ZSA290323,1,1339,Stockport NHS Foundation Trust,310000,Healthcare  ,Third party payments - Public Sector,Services to People,PH-Programme Management,5698176.00
2018-05-09,ZSA290416,1,9018,Future Directions CIC,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,Calderstones 4 Properties,874870.00
2018-05-09,ZSA290426,1,10081,Doro Care Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to People,Care Act,6000.00
2018-05-14,ZSA290576,1,1339,Stockport NHS Foundation Trust,260000,Human Resources  ,Other Payments,Services to People,Transformation Fund-Enablers,14984.58
2018-05-16,ZSA290729,1,8236,STOCKPORT WITHOUT ABUSE,390000,Supplies and services,Supplies and services,Services to People,Domestic Abuse,172367.00
2018-05-16,ZSA290730,1,6049,"TLC: Talk, Listen, Change",390000,Supplies and services,Supplies and services,Services to People,Domestic Abuse,211196.00
2018-05-16,ZSA290755,1,8025,CAREFLEX,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Adults Emergency PECOS Code,8545.50
2018-05-17,ZSA290879,1,4369,Pennine Care NHS Trust,260000,Human Resources  ,Other Payments,Services to People,Transformation Fund-Enablers,7660.00
2018-05-17,ZSA290880,1,1339,Stockport NHS Foundation Trust,260000,Human Resources  ,Other Payments,Services to People,Transformation Fund-Enablers,14984.58
2018-05-22,ZSA291101,1,8854,PEBBLE ENTERPRISES LTD,999999,Fees and Charges,Fees and Charges,Services to People,Co-Production Project - Nesta,12500.00
2018-05-29,ZSA291394,1,4369,Pennine Care NHS Trust,150000,Consultancy   ,Professional Fees,Services to People,Mental Capacity Act Grant,7500.00
2018-06-04,ZSA291641,1,2658,Advanced Health and Care Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to People,AR Home Based Home Sup Wrkrs,8412.70
2018-04-16,ZSB289065,1,9547,TOTAL GAS & POWER LTD,370000,Utilities   ,Utilities,Services to People,Highfields Inclusion Partnership,6271.53
2018-04-18,ZSB289237,1,9927,Vision for Education,150000,Consultancy   ,Professional Fees,Services to People,Highfields Inclusion Partnership,30000.00
2018-04-18,ZSB289238,1,757,Transport for Greater Manchest,381600,Vehicle Management Hire/Leasing ,Leasing /Transport Hire,Services to People,Highfields Inclusion Partnership,15000.00
2018-04-23,ZSB289497,1,12829,Iteachers,150000,Consultancy   ,Professional Fees,Services to People,Highfields Inclusion Partnership,10000.00
2018-05-01,ZSB289975,1,3529,Totally Local Company Ltd,111200,Catering Food & Beverages ,Catering Supplies,Services to People,Highfields Inclusion Partnership,6387.23
2018-05-16,ZSB290768,1,9547,TOTAL GAS & POWER LTD,370000,Utilities   ,Utilities,Services to People,Highfields Inclusion Partnership,8077.55
2018-06-12,ZSB292102,1,5319,GL Education Group Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to People,Highfields Inclusion Partnership,11925.00
2018-06-18,ZSB292421,1,12829,Iteachers,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Highfields Inclusion Partnership,10000.00
2018-06-28,ZSB292963,1,1799,Stockport Homes,999999,Supplies and services,Supplies and services,Services to People,Highfields Inclusion Partnership,7364.74
2018-04-13,ZTR288948,1,757,Transport for Greater Manchest,270000,Information Communication Technology  ,Information and Communications Technology,Services to Place,Bramhall Area CP,43708.94
2018-04-25,ZTR289681,1,9494,Patrol,200000,Financial Services  ,Fees and Charges,Services to Place,Car Parks Administration,6000.00
2018-04-03,ZZC288044,1,1722,The Together Trust Centre,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,30100.00
2018-04-03,ZZC288045,1,1722,The Together Trust Centre,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,14500.00
2018-04-03,ZZC288046,1,1722,The Together Trust Centre,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,22500.00
2018-04-03,ZZC288047,1,12140,Birtenshaw,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,7900.00
2018-04-03,ZZC288048,1,6568,CROSSROADS CARING FOR CARERS,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,5500.00
2018-04-03,ZZC288049,1,1722,The Together Trust Centre,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,22600.00
2018-04-03,ZZC288050,1,1722,The Together Trust Centre,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,77500.00
2018-04-03,ZZC288056,1,1722,The Together Trust Centre,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,14800.00
2018-04-03,ZZC288057,1,1722,The Together Trust Centre,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,27900.00
2018-04-03,ZZC288058,1,1722,The Together Trust Centre,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,22000.00
2018-04-03,ZZC288059,1,3284,Stockport Cerebral Palsy,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,9100.00
2018-04-03,ZZC288060,1,3284,Stockport Cerebral Palsy,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,6100.00
2018-04-03,ZZC288062,1,1722,The Together Trust Centre,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,38000.00
2018-04-03,ZZC288063,1,12564,Unity Healthcare Recruitment L,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,18000.00
2018-04-03,ZZC288064,1,1722,The Together Trust Centre,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,45500.00
2018-04-03,ZZC288065,1,3284,Stockport Cerebral Palsy,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,9300.00
2018-04-03,ZZC288072,1,1722,The Together Trust Centre,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,28000.00
2018-04-03,ZZC288073,1,3284,Stockport Cerebral Palsy,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,11500.00
2018-04-03,ZZC288074,1,1722,The Together Trust Centre,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,54000.00
2018-04-03,ZZC288075,1,12143,Sea Recruitment Services ISF,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,8500.00
2018-04-03,ZZC288079,1,11522,Shapwick School,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Lea-Sen Independent School Fees,30336.60
2018-04-03,ZZC288081,1,12269,PENARTH GROUP,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Lea-Sen Independent School Fees,41040.00
2018-04-03,ZZC288100,1,4122,Ramillies Hall Pre-School Nurs,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Lea-Sen Independent School Fees,23130.02
2018-04-03,ZZC288101,1,4122,Ramillies Hall Pre-School Nurs,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Lea-Sen Independent School Fees,19063.80
2018-04-03,ZZC288102,1,4122,Ramillies Hall Pre-School Nurs,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Lea-Sen Independent School Fees,14014.04
2018-04-03,ZZC288106,1,1722,The Together Trust Centre,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,14000.00
2018-04-03,ZZC288108,1,1722,The Together Trust Centre,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,17500.00
2018-04-03,ZZC288110,1,1722,The Together Trust Centre,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,42000.00
2018-04-03,ZZC288111,1,1722,The Together Trust Centre,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,19800.00
2018-04-03,ZZC288112,1,3284,Stockport Cerebral Palsy,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,12100.00
2018-04-03,ZZC288115,1,1722,The Together Trust Centre,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,14000.00
2018-04-03,ZZC288116,1,1722,The Together Trust Centre,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,45000.00
2018-04-03,ZZC288117,1,12138,HG CARE SERVICES LTD,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,24000.00
2018-04-03,ZZC288118,1,1722,The Together Trust Centre,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,20200.00
2018-04-03,ZZC288119,1,1722,The Together Trust Centre,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,37600.00
2018-04-03,ZZC288120,1,1722,The Together Trust Centre,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,14700.00
2018-04-03,ZZC288121,1,1722,The Together Trust Centre,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,14700.00
2018-04-03,ZZC288122,1,12027,DEAFNESS SUPPORT NETWORK,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,19200.00
2018-04-04,ZZC288128,1,4122,Ramillies Hall Pre-School Nurs,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Lea-Sen Independent School Fees,6125.91
2018-04-04,ZZC288156,1,12337,Priory Education Services - Ol,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Lea-Sen Independent School Fees,259127.00
2018-04-04,ZZC288157,1,10985,SMS Education Ltd,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Lea-Sen Independent School Fees,286000.00
2018-04-04,ZZC288188,1,12138,HG CARE SERVICES LTD,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,5500.00
2018-04-04,ZZC288194,1,1722,The Together Trust Centre,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,10500.00
2018-04-04,ZZC288195,1,12138,HG CARE SERVICES LTD,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,8300.00
2018-04-04,ZZC288196,1,12138,HG CARE SERVICES LTD,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,7800.00
2018-04-04,ZZC288198,1,1816,Seashell Trust,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,11000.00
2018-04-04,ZZC288199,1,1722,The Together Trust Centre,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,57000.00
2018-04-05,ZZC288208,1,12171,KEYS CHILDCARE LTD,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Lea-Sen Independent School Fees,12280.98
2018-04-05,ZZC288229,1,3284,Stockport Cerebral Palsy,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,6800.00
2018-04-05,ZZC288230,1,3284,Stockport Cerebral Palsy,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,6800.00
2018-04-05,ZZC288247,1,12367,Beech Hall School,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Lea-Sen Independent School Fees,38316.00
