Document Date,Purchase Order No,Line Item No,Supplier ID,Supplier Name,Pro Class,Pro Class Description,Description of Goods ,Service/Department ,Expense Area ,Net Order Value Over £5000.00 
2018-09-26,ZZP297380,6,13177,Trustmarque Solutions Ltd,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Corporate and Support Services,I&C Schools Email & Internet,1847.06
2018-09-26,ZZP297380,7,13177,Trustmarque Solutions Ltd,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Corporate and Support Services,I&C Schools Email & Internet,1500.00
2018-09-26,ZZP297376,1,3290,Royal Mail,300000,Mail Services   ,Office Expenses,Corporate and Support Services,Mailroom Service,17500.00
2018-09-26,ZZP297427,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,0255H CCAG2 - Bramhall Park - On Site,16430.00
2018-09-25,ZZC297259,1,12337,Priory Education Services - Ol,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Lea-Sen Independent School Fees,22939.99
2018-09-25,ZZC297260,1,1669,Charnwood Nursery,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Lea-Sen Independent School Fees,8227.34
2018-09-25,ZZC297261,1,1669,Charnwood Nursery,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Lea-Sen Independent School Fees,8227.34
2018-09-25,ZZC297280,1,1669,Charnwood Nursery,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Lea-Sen Independent School Fees,8227.34
2018-09-25,ZZC297279,1,1669,Charnwood Nursery,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Lea-Sen Independent School Fees,8227.34
2018-09-25,ZZC297278,1,1669,Charnwood Nursery,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Lea-Sen Independent School Fees,8227.34
2018-09-25,ZZC297277,1,1669,Charnwood Nursery,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Lea-Sen Independent School Fees,8227.34
2018-09-25,ZZC297276,1,1669,Charnwood Nursery,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Lea-Sen Independent School Fees,8227.34
2018-09-25,ZZC297275,1,1669,Charnwood Nursery,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Lea-Sen Independent School Fees,8227.34
2018-09-25,ZZC297274,1,1669,Charnwood Nursery,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Lea-Sen Independent School Fees,8227.34
2018-09-25,ZZC297273,1,1669,Charnwood Nursery,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Lea-Sen Independent School Fees,8227.34
2018-09-25,ZZC297272,1,1669,Charnwood Nursery,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Lea-Sen Independent School Fees,8227.34
2018-09-25,ZZC297271,1,1669,Charnwood Nursery,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Lea-Sen Independent School Fees,8227.34
2018-09-25,ZZC297265,1,12180,Acorn Care and Education,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Lea-Sen Independent School Fees,21415.00
2018-09-25,ZZC297264,1,12367,Beech Hall School,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Lea-Sen Independent School Fees,14678.79
2018-09-25,ZZC297263,1,4083,Hulme Hall School,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Lea-Sen Independent School Fees,10512.44
2018-09-25,ZZC297262,1,4083,Hulme Hall School,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Lea-Sen Independent School Fees,7959.66
2018-09-25,ZZP297285,1,10796,Eamonn Murphy,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to Place,CREWE - MANCHESTER RAIL PARTNERSHIP,1750.00
2018-09-25,ZZP297285,2,10796,Eamonn Murphy,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to Place,CREWE - MANCHESTER RAIL PARTNERSHIP,9500.00
2018-09-25,ZZP297283,1,82,Marwood Electrical Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,0262 CCAG2 - Cycle Parking - Feasibility,15813.25
2018-09-25,ZZP297283,2,82,Marwood Electrical Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,0262 CCAG2 - Cycle Parking - Feasibility,11400.25
2018-09-25,ZZP297283,3,82,Marwood Electrical Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,0262 CCAG2 - Cycle Parking - Feasibility,29486.58
2018-09-25,ZZP297283,4,82,Marwood Electrical Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,0262 CCAG2 - Cycle Parking - Feasibility,11158.56
2018-09-25,ZZP297283,5,82,Marwood Electrical Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,0262 CCAG2 - Cycle Parking - Feasibility,8368.92
2018-09-25,ZZP297283,6,82,Marwood Electrical Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,0262 CCAG2 - Cycle Parking - Feasibility,43923.10
2018-09-25,ZZP297283,7,82,Marwood Electrical Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,0262 CCAG2 - Cycle Parking - Feasibility,3508.65
2018-09-25,ZZP297283,8,82,Marwood Electrical Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,0262 CCAG2 - Cycle Parking - Feasibility,1620.99
2018-09-25,ZZP297283,9,82,Marwood Electrical Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,0262 CCAG2 - Cycle Parking - Feasibility,3768.55
2018-09-25,ZZP297283,10,82,Marwood Electrical Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,0262 CCAG2 - Cycle Parking - Feasibility,1559.40
2018-09-25,ZZP297364,1,12193,Greater Manchester Combined Au,230000,Highway Equipment & Materials    ,Highways Maintenance,Capital Expenditure,STCAP 801 Travis Brow/ A6 Link and George’s Rd - O,289000.00
2018-09-25,ZZP297320,1,3104,Image Everything Limited,190000,Facilities & Management Services  ,Publicity and Promotion,Corporate and Support Services,POD Printing,5328.00
2018-09-25,ZZP297350,1,10841,Whistl UK Limited,300000,Mail Services   ,Office Expenses,Corporate and Support Services,Mailroom Service,50000.00
2018-09-24,ZZC297252,1,9715,NHS Stockport CCG,390000,Supplies and services,Supplies and services,Services to People,PH-Health Protection,11800.00
2018-09-24,ZZP297250,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,Services to Place,ECS-Buildings Team,10041.49
2018-09-24,ZZP297191,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Capital Expenditure,5111 Handforth Developments - Feasibility,18258.00
2018-09-24,ZZP297170,1,3738,Open Text UKLtd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,100199.08
2018-09-24,ZZP297172,1,13154,Amey OW Ltd,150000,Consultancy   ,Professional Fees,Corporate and Support Services,Head of Property& Procurement,8750.00
2018-09-24,ZZP297213,1,10780,Permicoat Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Libraries - Refurbishment 18/19,55920.00
2018-09-24,ZES297211,1,13155,Trace Solutions,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,SPB- Property Client Account,21575.00
2018-09-24,ZES297210,1,10499,Gravitas Recruitment Group Lim,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Corporate and Support Services,T ASC Software Replacement,40000.00
2018-09-21,ZAV297100,1,13068,addNetworks,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Corporate and Support Services,IT AVA Non - SLA,960.00
2018-09-21,ZAV297100,2,13068,addNetworks,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Corporate and Support Services,IT AVA Non - SLA,1992.00
2018-09-21,ZAV297100,3,13068,addNetworks,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Corporate and Support Services,IT AVA Non - SLA,392.00
2018-09-21,ZAV297100,4,13068,addNetworks,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Corporate and Support Services,IT AVA Non - SLA,440.00
2018-09-21,ZAV297100,5,13068,addNetworks,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Corporate and Support Services,IT AVA Non - SLA,15.00
2018-09-21,ZAV297100,6,13068,addNetworks,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Corporate and Support Services,IT AVA Non - SLA,2496.00
2018-09-21,ZZP297088,1,1900,Broxap Ltd,350000,Street & Traffic Management  ,Fixtures and Fittings,Services to Place,Public Realm Inspection,8112.00
2018-09-21,ZZP297138,1,13173,Mickledore Ltd,290000,Arts & Leisure Services  ,Publicity and Promotion,Services to Place,Economic Development,14790.00
2018-09-21,ZES297119,1,12608,Liquidlogic Limited,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Liquid Logic Project,12471.84
2018-09-21,ZES297101,1,6194,ESTEEM SYSTEMS LTD,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Trade (Stockport Homes),10658.00
2018-09-21,ZES297101,2,6194,ESTEEM SYSTEMS LTD,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Trade (Stockport Homes),3836.00
2018-09-21,ZES297101,3,6194,ESTEEM SYSTEMS LTD,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Trade (Stockport Homes),2182.00
2018-09-21,ZES297101,4,6194,ESTEEM SYSTEMS LTD,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Trade (Stockport Homes),24565.00
2018-09-21,ZES297101,5,6194,ESTEEM SYSTEMS LTD,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Trade (Stockport Homes),7784.00
2018-09-21,ZES297101,6,6194,ESTEEM SYSTEMS LTD,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Trade (Stockport Homes),250.00
2018-09-21,ZES297101,7,6194,ESTEEM SYSTEMS LTD,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Trade (Stockport Homes),11635.00
2018-09-20,ZZC297043,1,1966,I Can Training,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,SEN Independent School Fees Non Maintained Sch,26442.70
2018-09-20,ZZP297049,1,7861,Stockport District CAB,320000,Social Community Care Supplies & Services  ,Third party payments - Private/Voluntary Sector,Corporate and Support Services,"Information, Advice & Guidance",5604.71
2018-09-20,ZZP297063,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,5105 Man Diesel Footpath Improvements S278 - On si,37523.60
2018-09-20,ZZP297070,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Design Framework Staff,11040.00
2018-09-19,ZSA296982,1,1583,Tunstall Healthcare (UK) Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Capital Expenditure,Telecare Equipment,749.40
2018-09-19,ZSA296982,2,1583,Tunstall Healthcare (UK) Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Capital Expenditure,Telecare Equipment,32.50
2018-09-19,ZSA296982,3,1583,Tunstall Healthcare (UK) Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Capital Expenditure,Telecare Equipment,14.00
2018-09-19,ZSA296982,4,1583,Tunstall Healthcare (UK) Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Capital Expenditure,Telecare Equipment,30.00
2018-09-19,ZSA296982,5,1583,Tunstall Healthcare (UK) Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Capital Expenditure,Telecare Equipment,816.00
2018-09-19,ZSA296982,6,1583,Tunstall Healthcare (UK) Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Capital Expenditure,Telecare Equipment,2250.00
2018-09-19,ZSA296982,7,1583,Tunstall Healthcare (UK) Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Capital Expenditure,Telecare Equipment,2250.00
2018-09-19,ZSA296982,8,1583,Tunstall Healthcare (UK) Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Capital Expenditure,Telecare Equipment,52.00
2018-09-19,ZSA296982,9,1583,Tunstall Healthcare (UK) Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Capital Expenditure,Telecare Equipment,1400.00
2018-09-19,ZZP296987,1,8106,Tarmac Building Products Ltd,390000,Supplies and services,Supplies and services,Capital Expenditure,STCAP 402 Knightsbridge and Great Portwood St - On,157575.09
2018-09-19,ZZP297017,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Capital Expenditure,Main Contractor DD - Design,11239.50
2018-09-19,ZZP297016,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,5105 Man Diesel Footpath Improvements S278 - On si,7428.01
2018-09-19,ZES296997,1,2927,XMA Ltd,171113,Education Library Books ,Library Equipment,Corporate and Support Services,POD Core Staffing,6690.06
2018-09-19,ZES296997,2,2927,XMA Ltd,171113,Education Library Books ,Library Equipment,Corporate and Support Services,POD Core Staffing,45.50
2018-09-19,ZES296997,3,2927,XMA Ltd,171113,Education Library Books ,Library Equipment,Corporate and Support Services,POD Core Staffing,45.50
2018-09-19,ZES296997,4,2927,XMA Ltd,171113,Education Library Books ,Library Equipment,Corporate and Support Services,POD Core Staffing,1009.58
2018-09-19,ZES296997,5,2927,XMA Ltd,171113,Education Library Books ,Library Equipment,Corporate and Support Services,POD Core Staffing,53.20
2018-09-19,ZES296999,1,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,POD Core Staffing,6258.98
2018-09-19,ZES296999,2,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,POD Core Staffing,45.50
2018-09-19,ZES296999,3,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,POD Core Staffing,45.50
2018-09-19,ZES296999,4,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,POD Core Staffing,1009.58
2018-09-18,ZSA296961,1,11807,Aidan Gaunt Funeral Director,120000,Cemetery & Crematorium   ,Fees and Charges,Services to People,Oap Misc Heatons/Reddish,10000.00
2018-09-18,ZZP296914,1,9344,Karen Allerton,390000,"Works - Construction, Repair & Maintenance  ",Signage,Services to Place,Frank Bramwell Legacy,6000.00
2018-09-18,ZZP296927,1,13154,Amey OW Ltd,150000,Consultancy   ,Professional Fees,Corporate and Support Services,Head of Property& Procurement,5000.00
2018-09-18,ZZP296928,1,13154,Amey OW Ltd,150000,Consultancy   ,Professional Fees,Corporate and Support Services,Head of Property& Procurement,5000.00
2018-09-18,ZZP296939,1,223,Groundwork Landscapes Ltd,240000,Horticultural  ,Grounds Maintenance,Capital Expenditure,Brinnington Mitigation - Brinnington Park Improvem,152681.19
2018-09-17,ZAV296824,1,12402,VeryPC Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT AVA Non - SLA,7215.00
2018-09-17,ZAV296824,2,12402,VeryPC Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT AVA Non - SLA,120.00
2018-09-17,ZZP296887,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Capital Expenditure,ST048 GD3 Business Case - Merseyway Refurbishment,10145.20
2018-09-17,ZZP296906,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,ECS-Buildings Team,10145.20
2018-09-17,ZZP296822,1,2628,North West Employers,320000,Social Community Care Supplies & Services  ,Third party payments - Private/Voluntary Sector,Corporate and Support Services,Legal Services,5905.00
2018-09-17,ZZP296873,1,9608,Calibre Metal Work Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,Area East-Brabyns Park,52575.00
2018-09-17,ZFC296852,1,4708,The Dodd Group,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Capital Expenditure,Stopford House Car Park - general improvements,11000.00
2018-09-14,ZPC296790,1,11021,The Laurus Trust (Cheadle Hulm,150000,Consultancy   ,Professional Fees,Services to People,Perip-Pendlebury Pupil Referral Unit,7788.00
2018-09-14,ZSA296739,1,1149,Versapack International Ltd,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to People,Improved Better Care Fund,10328.00
2018-09-14,ZZC296759,1,1339,Stockport NHS Foundation Trust,310000,Healthcare  ,Third party payments - Public Sector,Services to People,SHV CSC Locality Lead,2997.00
2018-09-14,ZZC296759,1,1339,Stockport NHS Foundation Trust,310000,Healthcare  ,Third party payments - Public Sector,Services to People,HTV CSC Locality Lead,2997.00
2018-09-14,ZZC296759,1,1339,Stockport NHS Foundation Trust,310000,Healthcare  ,Third party payments - Public Sector,Services to People,CB/MW CSC Locality Lead,3006.00
2018-09-14,ZZC296755,1,1339,Stockport NHS Foundation Trust,310000,Healthcare  ,Third party payments - Public Sector,Services to People,SHV CSC Locality Lead,5244.75
2018-09-14,ZZC296755,1,1339,Stockport NHS Foundation Trust,310000,Healthcare  ,Third party payments - Public Sector,Services to People,HTV CSC Locality Lead,5244.75
2018-09-14,ZZC296755,1,1339,Stockport NHS Foundation Trust,310000,Healthcare  ,Third party payments - Public Sector,Services to People,CB/MW CSC Locality Lead,5260.50
2018-09-14,ZZP296732,1,9192,Calibre,240000,Horticultural  ,Grounds Maintenance,Services to Place,Area East-Brabyns Park,52575.00
2018-09-14,ZZP296715,1,1799,Stockport Homes,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Enterprise House - Basement,5258.00
2018-09-12,ZZC296571,1,12237,"CGL (Change, Grow, Live)",310000,Healthcare  ,Third party payments - Public Sector,Services to People,PH-Drug and Alcohol,250000.00
2018-09-12,ZZC296570,1,628,Life Leisure,150000,Consultancy   ,Professional Fees,Services to People,PH-Physical Activity,10750.00
2018-09-12,ZZC296610,1,1722,The Together Trust Centre,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,14000.00
2018-09-11,ZZC296554,1,12161,GS Social Care Solutions Ltd,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,8785.00
2018-09-11,ZZP296495,1,13005,AHR BUILDING CONSULTANCY LTD,150000,Consultancy   ,Professional Fees,Capital Expenditure,Gorsey Bank,10915.00
2018-09-11,ZZP296494,1,13123,DCM Electrical Installations L,150000,Consultancy   ,Professional Fees,Capital Expenditure,M&U - Produce Hall/Blackshaws,16910.00
2018-09-11,ZZP296558,1,3529,Totally Local Company Ltd,391114,"Works - Construction, Repair & Maintenance Buildings Surveys",Capital Expenditure - Fees,Capital Expenditure,STCAP Higher Hillgate/Shawcross Street - On Site,9667.24
2018-09-11,ZZP296557,1,5835,Virgin Media Access Network Pl,230000,Highway Equipment & Materials    ,Highways Maintenance,Capital Expenditure,5083 Cheadle & Marple College S278 - Design,12469.52
2018-09-11,ZZP296556,1,2025,BT Plc (Openreach),230000,Highway Equipment & Materials    ,Highways Maintenance,Capital Expenditure,5083 Cheadle & Marple College S278 - Design,46765.55
2018-09-10,ZSB296392,1,2228,GMCVO,170000,Education  ,Fees and Charges,Services to People,Highfields Inclusion Partnership,4335.00
2018-09-10,ZSB296392,2,2228,GMCVO,170000,Education  ,Fees and Charges,Services to People,Highfields Inclusion Partnership,3570.00
2018-09-10,ZZP296441,1,13116,Mazars LLP,201100,Financial Services Audit ,Professional Fees,Corporate and Support Services,U-Misc Finance-Corporate Management,97119.00
2018-09-10,ZZP296453,1,8395,Amey Metering Ltd,150000,Consultancy   ,Professional Fees,Corporate and Support Services,Head of Property& Procurement,5000.00
2018-09-08,ZZP296378,1,7589,CHESHIRE NURSERIES,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to Place,SPECIAL PROJECT 9,562.50
2018-09-08,ZZP296378,2,7589,CHESHIRE NURSERIES,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to Place,SPECIAL PROJECT 9,93.75
2018-09-08,ZZP296378,3,7589,CHESHIRE NURSERIES,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to Place,SPECIAL PROJECT 9,1128.75
2018-09-08,ZZP296378,4,7589,CHESHIRE NURSERIES,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to Place,SPECIAL PROJECT 9,990.00
2018-09-08,ZZP296378,5,7589,CHESHIRE NURSERIES,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to Place,SPECIAL PROJECT 9,450.00
2018-09-08,ZZP296378,6,7589,CHESHIRE NURSERIES,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to Place,SPECIAL PROJECT 9,233.75
2018-09-08,ZZP296378,7,7589,CHESHIRE NURSERIES,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to Place,SPECIAL PROJECT 9,425.00
2018-09-08,ZZP296378,8,7589,CHESHIRE NURSERIES,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to Place,SPECIAL PROJECT 9,75.00
2018-09-08,ZZP296378,9,7589,CHESHIRE NURSERIES,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to Place,SPECIAL PROJECT 9,337.50
2018-09-08,ZZP296378,10,7589,CHESHIRE NURSERIES,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to Place,SPECIAL PROJECT 9,475.00
2018-09-08,ZZP296378,11,7589,CHESHIRE NURSERIES,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to Place,SPECIAL PROJECT 9,105.00
2018-09-08,ZZP296378,12,7589,CHESHIRE NURSERIES,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to Place,SPECIAL PROJECT 9,280.00
2018-09-08,ZZP296377,1,7589,CHESHIRE NURSERIES,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Capital Expenditure,Highway Replacement Tree Planting 2017-20 - On Sit,640.00
2018-09-08,ZZP296377,2,7589,CHESHIRE NURSERIES,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Capital Expenditure,Highway Replacement Tree Planting 2017-20 - On Sit,1181.25
2018-09-08,ZZP296377,3,7589,CHESHIRE NURSERIES,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Capital Expenditure,Highway Replacement Tree Planting 2017-20 - On Sit,56.25
2018-09-08,ZZP296377,4,7589,CHESHIRE NURSERIES,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Capital Expenditure,Highway Replacement Tree Planting 2017-20 - On Sit,1100.00
2018-09-08,ZZP296377,5,7589,CHESHIRE NURSERIES,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Capital Expenditure,Highway Replacement Tree Planting 2017-20 - On Sit,1012.50
2018-09-08,ZZP296377,6,7589,CHESHIRE NURSERIES,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Capital Expenditure,Highway Replacement Tree Planting 2017-20 - On Sit,822.50
2018-09-08,ZZP296377,7,7589,CHESHIRE NURSERIES,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Capital Expenditure,Highway Replacement Tree Planting 2017-20 - On Sit,680.00
2018-09-08,ZZP296377,8,7589,CHESHIRE NURSERIES,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Capital Expenditure,Highway Replacement Tree Planting 2017-20 - On Sit,680.00
2018-09-07,ZSA296375,1,13083,Abbotsound Ltd,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,LD Residential & Nursing Care purchasing,20000.00
2018-09-07,ZSA296345,1,4369,Pennine Care NHS Trust,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Ld Service Mgt Costs Medical Services,46762.56
2018-09-07,ZSA296344,1,3707,Salford City Council/Finance,150000,Consultancy   ,Professional Fees,Services to People,Development Fund,7947.00
2018-09-07,ZZC296321,1,12180,Acorn Care and Education,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Lea-Sen Independent School Fees,24359.52
2018-09-07,ZZC296339,1,1722,The Together Trust Centre,150000,Consultancy   ,Professional Fees,Services to People,Perip-Classroom Assistant - Learning Dif,21660.00
2018-09-07,ZZC296371,1,12180,Acorn Care and Education,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Lea-Sen Independent School Fees,23790.82
2018-09-07,ZZP296359,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Network Assets Staff,13200.00
2018-09-07,ZZP296360,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,STCAP 502 M60 Junction 1 Improvements - On Site,10751.15
