Organisation Name,Purchase_Order_Number,Order_Date,Total_Value,Supplier_Name,Account_Name,Service
Rochdale Borough Council,f1005024,2017-01-10,5303.13,CO-OP PAYPOINT,BANK CHARGES,RESOURCES
Rochdale Borough Council,f1005025,2017-01-10,5100.00,ASTUTIS LTD,TRAINING,RESOURCES
Rochdale Borough Council,x1013398,2017-01-10,17750.00,PERMANENT FUTURES LTD,AGENCY STAFF,EARLY HELP AND SCHOOLS
Rochdale Borough Council,d1063675,2017-01-11,5600.00,ENVELOPE FILMS LIMITED,PLANNING FEES,ECONOMY DIRECTORATE
Rochdale Borough Council,d1063677,2017-01-11,5000.00,HOWLEY JOINERY AND  PROPERTY MAINTENANCE,GRANTS TO THE NON VOLUNTARY SECTOR,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1063679,2017-01-11,15740.00,THE FOUNTAIN COMPANY LTD,EQUIPMENT - GENERAL,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1063683,2017-01-11,34300.00,EMO OIL LIMITED,TRANSACTIONS-EXPENDITURE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,x1013402,2017-01-11,8654.34,SPORT WORKS GTR MANCHESTER LTD,ACTIVITIES,EARLY HELP AND SCHOOLS
Rochdale Borough Council,x1013403,2017-01-11,5000.00,CHRISTINE FOSTER LIMITED,AGENCY STAFF,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,e1022633,2017-01-12,684122.30,AXIOM EDUCATION (ROCHDALE) LIMITED,PFI SCHEMES RPIX,EARLY HELP AND SCHOOLS
Rochdale Borough Council,s1021144,2017-01-12,35822.99,FACE RECORDING & MEASUREMENT SYSTEMS LTD,IT MAINTENANCE,LEARNING DIS & MENTAL HEALTH
Rochdale Borough Council,d1063729,2017-01-13,67097.87,CARIBOU GREEN WARMTH LLP,GRANTS TO THE NON VOLUNTARY SECTOR,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1063745,2017-01-13,70200.00,UNITY PARTNERSHIP LTD,CONSULTANT FEES,PROPERTY AND HIGHWAYS
Rochdale Borough Council,e1022637,2017-01-13,8231.30,AXIOM EDUCATION (ROCHDALE) LIMITED,"DEV CAP - NEW CONSTRUCTION,CONVERSION",EARLY HELP AND SCHOOLS
Rochdale Borough Council,r1001590,2017-01-13,5200.00,KINGS CHAMBERS,PROFESSIONAL FEES,ECONOMY DIRECTORATE
Rochdale Borough Council,r1001591,2017-01-13,22983.44,BRAHM FUNDCO 2 LTD,CHARGES-COMMITAL,ECONOMY DIRECTORATE
Rochdale Borough Council,s1021157,2017-01-13,5750.00,HOIST AND SHOWER CHAIR CO LTD,MINOR BUILDING WORKS,PHYSICAL DIS & OLDER PEOPLE
Rochdale Borough Council,s1021159,2017-01-13,6444.49,HIGH BARN CONSTRUCTION LIMITED,MINOR BUILDING WORKS,PHYSICAL DIS & OLDER PEOPLE
Rochdale Borough Council,s1021160,2017-01-13,5624.00,STANNAH LIFT SERVICES LTD,MINOR BUILDING WORKS,PHYSICAL DIS & OLDER PEOPLE
Rochdale Borough Council,e1022649,2017-01-16,42857.51,INSPIREDSPACES ROCHDALE PROJECT CO1 LTD,NEW CONSTRUCTION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1022650,2017-01-16,47451.45,INSPIREDSPACES ROCHDALE PROJECT CO1 LTD,NEW CONSTRUCTION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1022651,2017-01-16,5000.00,M6 THEATRE COMPANY LIMITED,ACTIVITIES,EARLY HELP AND SCHOOLS
Rochdale Borough Council,r1001592,2017-01-16,25000.00,NATIONAL FLOOD FORUM,ACTIVITIES,ECONOMY DIRECTORATE
Rochdale Borough Council,d1063790,2017-01-17,5525.98,ENTERPRISE FLEX-E-RENT,EQUIPMENT - GENERAL,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d1063791,2017-01-17,5906.00,CLYDE & CO,PROFESSIONAL FEES,ECONOMY DIRECTORATE
Rochdale Borough Council,d1063825,2017-01-17,9680.00,CP DAVIDSON & SONS LTD,TRANSACTIONS-EXPENDITURE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1063834,2017-01-17,25539.00,AMBEROL LIMITED,"TREES, SHRUBS, PLANTS",NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1063836,2017-01-17,9215.00,IDOX SOFTWARE LTD,EXPENSES - GENERAL,ECONOMY DIRECTORATE
Rochdale Borough Council,w1001648,2017-01-17,469167.21,THE PENNINE ACUTE HOSPITALS NHS TRUST,CONTRACTS,BETTER CARE FUND POOLED BUDGET
Rochdale Borough Council,d1063853,2017-01-18,9960.00,TREE HEROES LTD,MINOR BUILDING WORKS,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d1063885,2017-01-18,5970.00,HENRY ALTY LIMITED,"TREES, SHRUBS, PLANTS",NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1063886,2017-01-18,5100.00,EMO OIL LIMITED,OIL,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,f1005038,2017-01-18,40000.00,FORBES SOLICITORS,INPUT VAT -  ADJUSTMENTS,RESOURCES
Rochdale Borough Council,f1005042,2017-01-18,13000.00,MANCHESTER CITY COUNCIL,AGMA,RESOURCES
Rochdale Borough Council,f1005044,2017-01-18,26750.90,LINK4LIFE (CHARITY),EXPENSES,PUBLIC HEALTH
Rochdale Borough Council,f1005047,2017-01-18,354737.31,GREATER MANCHESTER PENSION FUND,EXPENSES,RESOURCES
Rochdale Borough Council,ph101700,2017-01-18,18873.00,NHS OLDHAM CCG,PROFESSIONAL FEES,PUBLIC HEALTH
Rochdale Borough Council,q1008381,2017-01-18,150452.86,CAPITA BUSINESS SERVICES LIMITED,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1063926,2017-01-19,7000.00,GTM ELECTRICAL SERVICES LIMITED,MINOR BUILDING WORKS,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d1063936,2017-01-19,13165.00,F R SHARROCK LIMITED,PURCHASE OF PLANT AND MACHINERY,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1063952,2017-01-20,38743.01,CARIBOU GREEN WARMTH LLP,GRANTS TO THE NON VOLUNTARY SECTOR,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1063956,2017-01-20,13089.60,SSI SCHAEFER LIMITED,PURCHASE OF FURNITURE AND EQUIPMENT,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1063960,2017-01-20,15143.12,E ON ENERGY INSTALLATION SERVICES LTD,ENERGY COSTS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1063963,2017-01-20,15143.12,E ON ENERGY SOLUTIONS LTD,ENERGY COSTS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,e1022719,2017-01-20,44100.00,POSITIVE STEPS,EXTERNALLY MANAGED FUNDS,EARLY HELP AND SCHOOLS
Rochdale Borough Council,q1008392,2017-01-20,5051.00,STHREE PARTNERSHIP LLP,AGENCY STAFF,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,s1021198,2017-01-20,5250.00,ACTION FIRST IPEOPLE LTD,EXPENSES - GENERAL,PHYSICAL DIS & OLDER PEOPLE
Rochdale Borough Council,s1021207,2017-01-20,5639.00,STANNAH LIFT SERVICES LTD,MINOR BUILDING WORKS,PHYSICAL DIS & OLDER PEOPLE
Rochdale Borough Council,d1063967,2017-01-23,12000.00,LAMBERT SMITH HAMPTON GROUP LTD,PLANNING FEES,ECONOMY DIRECTORATE
Rochdale Borough Council,d1063987,2017-01-23,19040.00,YOTTA LIMITED,ASSET MANAGEMENT PLANS & SURVEYS,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d1063998,2017-01-23,7554.09,NORTHGATE VEHICLE HIRE LIMITED,TRANSACTIONS-EXPENDITURE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,ph101707,2017-01-23,19001.00,OLDHAM COUNCIL,PH OTHER CONTRACTS,PUBLIC HEALTH
Rochdale Borough Council,q1008394,2017-01-23,10052.00,NORTHGATE PUBLIC SERVICES (UK) LTD,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,r1001595,2017-01-23,140196.77,CANAL & RIVER TRUST,ROCHDALE CANAL MAINTENANCE,ECONOMY DIRECTORATE
Rochdale Borough Council,d1064008,2017-01-24,7900.00,F S MOULT & SON,PROPERTY REFURBISHMENT (HOUSING),NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1064024,2017-01-24,5000.00,BRIGHT BOOK SUPPLIES LIMITED,REFERENCE BOOKS/NEWSPAPERS/PERIODICALS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,ph101709,2017-01-24,10196.68,POLICE AND CRIME COMMISSIONER FOR GTR MANCHESTER,CONTRACTED SERVICES,PUBLIC HEALTH
Rochdale Borough Council,q1008396,2017-01-24,44489.00,XEROX UK LTD,TRANSACTIONS-EXPENDITURE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1064039,2017-01-25,5920.00,HRR SOLUTIONS,MINOR BUILDING WORKS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1064053,2017-01-25,29100.00,EMO OIL LIMITED,TRANSACTIONS-EXPENDITURE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1064064,2017-01-25,10575.00,THINKING PLACE LIMITED,PUBLICITY,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,e1022744,2017-01-25,412135.65,INSPIREDSPACES ROCHDALE PROJECTCO2 LTD,PFI SCHEMES RPIX,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1022746,2017-01-25,324741.99,INSPIREDSPACES ROCHDALE PROJECTCO2 LTD,PFI SCHEMES RPIX,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1022747,2017-01-25,262638.50,INSPIREDSPACES ROCHDALE PROJECT CO1 LTD,PFI SCHEMES RPIX,EARLY HELP AND SCHOOLS
Rochdale Borough Council,q1008402,2017-01-25,6240.00,7 PDS,PURCHASE OF FURNITURE AND EQUIPMENT,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,q1008404,2017-01-25,22582.46,CIVICA UK LIMITED,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,s1021218,2017-01-25,6347.00,STANNAH LIFT SERVICES LTD,MINOR BUILDING WORKS,PHYSICAL DIS & OLDER PEOPLE
Rochdale Borough Council,s1021219,2017-01-25,5845.00,ADAPT BUILDING SERVICES LTD,MINOR BUILDING WORKS,PHYSICAL DIS & OLDER PEOPLE
Rochdale Borough Council,d1064077,2017-01-26,334200.23,COMMUNITY LIGHTING PARTNERSHIP ROCHDALE LTD,PFI SCHEMES RPIX,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d1064088,2017-01-26,10000.00,EDGE HILL UNIVERSITY,GRANTS TO THE NON VOLUNTARY SECTOR,ECONOMY DIRECTORATE
Rochdale Borough Council,e1022763,2017-01-26,16731.00,OLDHAM COUNCIL,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,x1013459,2017-01-26,5000.00,CHRISTINE FOSTER LIMITED,AGENCY STAFF,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,d1064106,2017-01-27,82123.76,ROCHDALE BOROUGHWIDE HOUSING,GRANTS TO OTHER BODIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1064107,2017-01-27,145000.00,ROCHDALE BOROUGHWIDE HOUSING,GRANTS TO OTHER BODIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1064108,2017-01-27,145000.00,ROCHDALE BOROUGHWIDE HOUSING,GRANTS TO OTHER BODIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1064109,2017-01-27,145000.00,ROCHDALE BOROUGHWIDE HOUSING,GRANTS TO OTHER BODIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1064110,2017-01-27,145000.00,ROCHDALE BOROUGHWIDE HOUSING,GRANTS TO OTHER BODIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1064111,2017-01-27,145000.00,ROCHDALE BOROUGHWIDE HOUSING,GRANTS TO OTHER BODIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1064112,2017-01-27,145000.00,ROCHDALE BOROUGHWIDE HOUSING,GRANTS TO OTHER BODIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1064113,2017-01-27,145000.00,ROCHDALE BOROUGHWIDE HOUSING,GRANTS TO OTHER BODIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1064114,2017-01-27,65000.00,ROCHDALE BOROUGHWIDE HOUSING,GRANTS TO OTHER BODIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,f1005072,2017-01-27,19248.32,THOMSON REUTERS,REFERENCE BOOKS/NEWSPAPERS/PERIODICALS,RESOURCES
Rochdale Borough Council,d1064142,2017-01-29,5680.00,GROUNDWORK LANDSCAPES LIMITED,TRANSACTIONS-EXPENDITURE,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d1064142,2017-01-29,5680.00,GROUNDWORK LANDSCAPES LIMITED,TRANSACTIONS-EXPENDITURE,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d1064146,2017-01-30,9063.00,ROCHDALE MEMORIAL SERVICE,MINOR BUILDING WORKS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1064178,2017-01-30,14861.05,TRANSPORT FOR GREATER MANCHESTER,ROADWORKS,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d1064181,2017-01-30,9245.00,GROUNDWORK LANDSCAPES LIMITED,TRANSACTIONS-EXPENDITURE,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d1064181,2017-01-30,9245.00,GROUNDWORK LANDSCAPES LIMITED,TRANSACTIONS-EXPENDITURE,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d1064182,2017-01-30,12169.00,GROUNDWORK LANDSCAPES LIMITED,TRANSACTIONS-EXPENDITURE,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d1064182,2017-01-30,12169.00,GROUNDWORK LANDSCAPES LIMITED,TRANSACTIONS-EXPENDITURE,PROPERTY AND HIGHWAYS
Rochdale Borough Council,e1022774,2017-01-30,8835.00,STONE COMPUTERS LIMITED,ACTIVITIES,EARLY HELP AND SCHOOLS
Rochdale Borough Council,x1013466,2017-01-30,5000.00,CHRISTINE FOSTER LIMITED,AGENCY STAFF,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,f1005084,2017-01-31,127657.37,GREATER MANCHESTER PENSION FUND,EXPENSES,RESOURCES
Rochdale Borough Council,d1064226,2017-02-01,7268.00,BRIDGEALL LIBRARIES LTD,REFERENCE BOOKS/NEWSPAPERS/PERIODICALS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1064230,2017-02-01,5871.20,CORPS,EQUIPMENT - GENERAL,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1064231,2017-02-01,16547.00,CORPS,EQUIPMENT - GENERAL,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1064232,2017-02-01,16547.00,CORPS,SECURITY,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,e1022801,2017-02-01,9314.00,LIBERATOR LIMITED,EQUIPMENT - GENERAL,EARLY HELP AND SCHOOLS
Rochdale Borough Council,f1005089,2017-02-01,14400.00,OFFICE DEPOT UK LIMITED,PRINTING & STATIONERY,RESOURCES
Rochdale Borough Council,f1005091,2017-02-02,27533.14,LINK4LIFE (CHARITY),EXPENSES,PUBLIC HEALTH
Rochdale Borough Council,f1005092,2017-02-02,5336.00,SECURITY PLUS LIMITED,TRANSACTIONS-EXPENDITURE,EARLY HELP AND SCHOOLS
Rochdale Borough Council,q1008422,2017-02-02,7412.00,Misco,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,q1008423,2017-02-02,18755.50,XMA LIMITED,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,x1013478,2017-02-02,8654.34,SPORT WORKS GTR MANCHESTER LTD,ACTIVITIES,EARLY HELP AND SCHOOLS
Rochdale Borough Council,d1064284,2017-02-03,10000.00,COUNCIL FOR VOLUNTARY SERVICE ROCHDALE,GRANTS TO THE VOLUNTARY SECTOR,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,e1022822,2017-02-03,327101.38,INSPIREDSPACES ROCHDALE PROJECT CO1 LTD,PFI SCHEMES RPIX,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1022824,2017-02-03,413880.39,INSPIREDSPACES ROCHDALE PROJECTCO2 LTD,PFI SCHEMES RPIX,EARLY HELP AND SCHOOLS
Rochdale Borough Council,ph101736,2017-02-03,90750.00,PENNINE CARE NHS,PH PENNINE CARE CONTRACT,PUBLIC HEALTH
Rochdale Borough Council,ph101737,2017-02-03,355417.00,PENNINE CARE NHS,PH PENNINE CARE CONTRACT,PUBLIC HEALTH
Rochdale Borough Council,q1008427,2017-02-03,13862.00,BUCHANAN COMPUTING LTD,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,q1008428,2017-02-03,6860.00,UPDATA INFRASTRUCTURE UK LTD,COMMUNICATION AND COMPUTING - GENERAL,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,s1021245,2017-02-04,10500.00,ACTION FIRST IPEOPLE LTD,FEES / COMMISSION,PHYSICAL DIS & OLDER PEOPLE
Rochdale Borough Council,d1064309,2017-02-06,57521.00,COMPASS MINERALS UK LIMITED,MAINTENANCE,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d1064326,2017-02-06,138262.20,RIVERSIDE TRUCK RENTAL,LONG TERM CONTRACTED EXTERNAL HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1064337,2017-02-06,9934.00,BALMERS GM LTD,PURCHASE OF PLANT AND MACHINERY,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,e1022828,2017-02-06,5000.00,G W THEATRE COMPANY LIMITED,ACTIVITIES,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1022832,2017-02-06,6736.00,EVIDENCE BASED PSYCHOLOGY HUB LTD,ACTIVITIES,EARLY HELP AND SCHOOLS
Rochdale Borough Council,f1005097,2017-02-06,20000.00,DAC BEACHCROFT CLAIMS LTD,INPUT VAT -  ADJUSTMENTS,RESOURCES
Rochdale Borough Council,s1021249,2017-02-06,469167.21,THE PENNINE ACUTE HOSPITALS NHS TRUST,CONTRACTS,BETTER CARE FUND POOLED BUDGET
Rochdale Borough Council,d1064339,2017-02-07,5800.00,IAN FARMER ASSOCIATES,ENGINEERS FEES,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d1064343,2017-02-07,29100.00,EMO OIL LIMITED,TRANSACTIONS-EXPENDITURE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1064373,2017-02-07,95000.00,WARM ZONES CIC,GRANTS TO OTHER BODIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1064374,2017-02-07,105000.00,WARM ZONES CIC,GRANTS TO OTHER BODIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1064375,2017-02-07,93312.52,WARM ZONES CIC,GRANTS TO OTHER BODIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,e1022859,2017-02-07,30095.15,AXIOM EDUCATION (ROCHDALE) LIMITED,MEALS,EARLY HELP AND SCHOOLS
Rochdale Borough Council,q1008431,2017-02-07,9024.00,OXFORD COMPUTER CONSULTANTS LIMITED,SOFTWARE,RESOURCES
Rochdale Borough Council,r1001599,2017-02-07,22983.44,BRAHM FUNDCO 2 LTD,CHARGES-COMMITAL,ECONOMY DIRECTORATE
Rochdale Borough Council,d1064378,2017-02-08,114943.20,CARIBOU GREEN WARMTH LLP,GRANTS TO THE NON VOLUNTARY SECTOR,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1064411,2017-02-08,6000.00,DALE INDUSTRIAL SERVICES LIMITED,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,q1008435,2017-02-08,18755.50,XMA LIMITED,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,q1008439,2017-02-08,16745.04,FREEDOM COMMUNICATIONS,IT MAINTENANCE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,q1008440,2017-02-08,14000.00,EVERYTHING EVERYWHERE LIMITED,TRANSACTIONS-EXPENDITURE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,s1021262,2017-02-08,7529.00,TERRY GROUP LTD,TRANSACTIONS-EXPENDITURE,PHYSICAL DIS & OLDER PEOPLE
Rochdale Borough Council,e1022884,2017-02-09,44100.00,POSITIVE STEPS,EXTERNALLY MANAGED FUNDS,EARLY HELP AND SCHOOLS
Rochdale Borough Council,f1005110,2017-02-09,5780.00,NORTHGATE PUBLIC SERVICES (UK) LTD,SOFTWARE,RESOURCES
Rochdale Borough Council,m1001888,2017-02-09,9450.00,CLEARWATER RISK MANAGEMENT LTD,TRAINING-NON QUALIFICATION,RESOURCES
Rochdale Borough Council,ph101750,2017-02-09,124574.58,BIG LIFE CENTRES,PH BIG LIFE CONTRACT,PUBLIC HEALTH
Rochdale Borough Council,q1008444,2017-02-09,5533.00,EXQUIP NETWORK SERVICES LTD,TRANSACTIONS-EXPENDITURE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,q1008447,2017-02-09,37511.00,XMA LIMITED,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,s1021267,2017-02-09,9782.94,FACE RECORDING & MEASUREMENT SYSTEMS LTD,IT MAINTENANCE,LEARNING DIS & MENTAL HEALTH
Rochdale Borough Council,d1064469,2017-02-10,9680.00,CP DAVIDSON & SONS LTD,TRANSACTIONS-EXPENDITURE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,e1022896,2017-02-10,15319.36,FAMILY ACTION,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,d1064520,2017-02-13,7000.00,F S MOULT & SON,PROPERTY REFURBISHMENT (HOUSING),NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,f1005120,2017-02-13,6175.00,CIPFA BUSINESS LIMITED,TRAINING-NON QUALIFICATION,RESOURCES
Rochdale Borough Council,m1001890,2017-02-13,30000.00,TUSKERDIRECT LIMITED,TRANSACTIONS-EXPENDITURE,RESOURCES
Rochdale Borough Council,ph101754,2017-02-13,10350.00,TURNING POINT SERVICES LIMITED,CONTRACTED SERVICES,PUBLIC HEALTH
Rochdale Borough Council,x1013537,2017-02-13,5000.00,CHRISTINE FOSTER LIMITED,AGENCY STAFF,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,d1064539,2017-02-14,6290.00,CHILDSCAPE LIMITED,EQUIPMENT - GENERAL,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,e1022922,2017-02-14,712197.74,AXIOM EDUCATION (ROCHDALE) LIMITED,PFI SCHEMES RPIX,EARLY HELP AND SCHOOLS
Rochdale Borough Council,f1005122,2017-02-14,5495.24,CO-OP PAYPOINT,BANK CHARGES,RESOURCES
Rochdale Borough Council,f1005125,2017-02-15,8437.32,GREATER MANCHESTER PENSION FUND,EXPENSES,RESOURCES
Rochdale Borough Council,s1021285,2017-02-15,36430.81,ROSS CARE,OTHER AGENCIES,BETTER CARE FUND POOLED BUDGET
Rochdale Borough Council,s1021286,2017-02-15,39329.07,ROSS CARE,OTHER AGENCIES,BETTER CARE FUND POOLED BUDGET
Rochdale Borough Council,x1013546,2017-02-15,10000.00,NISAI LEARNING,ACTIVITIES,EARLY HELP AND SCHOOLS
